dataset_label,dataset_display,id,observed_mean_pkd,predicted_mean_pkd,observed_worst_strain,observed_worst_strain_display,predicted_worst_strain,predicted_worst_strain_display,observed_worst_pkd,predicted_worst_pkd,observed_strain_range,predicted_strain_range,heatmap_row,label_pkd_ph1n1,pred_mean_ph1n1,residual_ph1n1,abs_error_ph1n1,label_pkd_h3n2,pred_mean_h3n2,residual_h3n2,abs_error_h3n2,label_pkd_h5n1,pred_mean_h5n1,residual_h5n1,abs_error_h5n1
pa,PA,286930-03-8,4.361000000000001,4.9976,h5n1,H5N1,ph1n1,pH1N1,4.19,4.9976,0.29000000000000004,0.0,200,4.48,4.9976,-0.5175999999999998,0.5175999999999998,4.413,4.9976,-0.5846,0.5846,4.19,4.9976,-0.8075999999999999,0.8075999999999999
pa,PA,101477-54-7,4.354333333333334,4.170033333333333,ph1n1,pH1N1,h3n2,H3N2,3.994,4.0428,0.7659999999999996,0.2685000000000004,201,3.994,4.3113,-0.3172999999999999,0.3172999999999999,4.309,4.0428,0.26620000000000044,0.26620000000000044,4.76,4.156,0.6040000000000001,0.6040000000000001
pa,PA,58-96-8,4.350666666666666,4.610966666666667,h3n2,H3N2,h3n2,H3N2,4.031,4.5296,0.6619999999999999,0.24109999999999943,202,4.693,4.7707,-0.0777000000000001,0.0777000000000001,4.031,4.5296,-0.4986000000000006,0.4986000000000006,4.328,4.5326,-0.20460000000000012,0.20460000000000012
pa,PA,103177-37-3,4.348,5.0031,ph1n1,pH1N1,ph1n1,pH1N1,3.938,5.0031,1.1670000000000003,0.0,203,3.938,5.0031,-1.0650999999999997,1.0650999999999997,5.105,5.0031,0.10190000000000055,0.10190000000000055,4.001,5.0031,-1.0020999999999995,1.0020999999999995
pa,PA,145108-58-3,4.347,4.2221,h3n2,H3N2,ph1n1,pH1N1,4.116,4.0222,0.37700000000000067,0.3047000000000004,204,4.493,4.0222,0.47080000000000055,0.47080000000000055,4.116,4.3269,-0.21090000000000053,0.21090000000000053,4.432,4.3172,0.11480000000000068,0.11480000000000068
pa,PA,723-46-6,4.345,4.380933333333334,h3n2,H3N2,ph1n1,pH1N1,4.207,4.3708,0.3330000000000002,0.015200000000000102,205,4.288,4.3708,-0.08279999999999976,0.08279999999999976,4.207,4.386,-0.17900000000000027,0.17900000000000027,4.54,4.386,0.15399999999999991,0.15399999999999991
pa,PA,107724-20-9,4.344666666666666,4.537933333333333,h3n2,H3N2,h3n2,H3N2,4.081,4.2372,0.7409999999999997,0.4511000000000003,206,4.131,4.6883,-0.5572999999999997,0.5572999999999997,4.081,4.2372,-0.15619999999999923,0.15619999999999923,4.822,4.6883,0.13370000000000015,0.13370000000000015
pa,PA,134308-13-7,4.342333333333333,4.396,ph1n1,pH1N1,h3n2,H3N2,4.075,4.3056,0.4939999999999998,0.27120000000000033,207,4.075,4.5768,-0.5018000000000002,0.5018000000000002,4.569,4.3056,0.26339999999999986,0.26339999999999986,4.383,4.3056,0.07739999999999991,0.07739999999999991
pa,PA,34381-68-5,4.341333333333333,4.2944,h3n2,H3N2,ph1n1,pH1N1,3.971,4.0508,0.6379999999999999,0.45310000000000006,208,4.444,4.0508,0.3932000000000002,0.3932000000000002,3.971,4.5039,-0.5328999999999997,0.5328999999999997,4.609,4.3285,0.28049999999999997,0.28049999999999997
pa,PA,53-86-1,4.339333333333333,4.6536333333333335,h5n1,H5N1,h5n1,H5N1,4.095,4.4772,0.37600000000000033,0.4034000000000004,209,4.471,4.6031,-0.13210000000000033,0.13210000000000033,4.452,4.8806,-0.4286000000000003,0.4286000000000003,4.095,4.4772,-0.3822000000000001,0.3822000000000001
pa,PA,82586-55-8,4.3373333333333335,4.431033333333333,h3n2,H3N2,ph1n1,pH1N1,3.96,4.2219,0.5730000000000004,0.31369999999999987,210,4.519,4.2219,0.29710000000000036,0.29710000000000036,3.96,4.5356,-0.5755999999999997,0.5755999999999997,4.533,4.5356,-0.0025999999999992696,0.0025999999999992696
pa,PA,1476-53-5,4.332333333333334,4.268366666666666,h3n2,H3N2,h3n2,H3N2,3.903,4.1813,0.6930000000000001,0.14199999999999946,211,4.498,4.3233,0.17470000000000052,0.17470000000000052,3.903,4.1813,-0.2783000000000002,0.2783000000000002,4.596,4.3005,0.29549999999999965,0.29549999999999965
pa,PA,60-32-2,4.329666666666666,4.158766666666666,h3n2,H3N2,ph1n1,pH1N1,4.215,4.1358,0.3420000000000005,0.06890000000000018,212,4.217,4.1358,0.08119999999999994,0.08119999999999994,4.215,4.1358,0.07920000000000016,0.07920000000000016,4.557,4.2047,0.3523000000000005,0.3523000000000005
pa,PA,120011-70-3,4.3293333333333335,4.9478,h3n2,H3N2,ph1n1,pH1N1,3.541,4.4961,1.9520000000000004,0.8811,213,5.493,4.4961,0.9969000000000001,0.9969000000000001,3.541,4.9701,-1.4291000000000005,1.4291000000000005,3.954,5.3772,-1.4232,1.4232
pa,PA,555-30-6,4.326666666666666,4.465866666666667,ph1n1,pH1N1,h5n1,H5N1,4.077,4.3372,0.3979999999999997,0.19299999999999962,214,4.077,4.5302,-0.4531999999999998,0.4531999999999998,4.428,4.5302,-0.10219999999999985,0.10219999999999985,4.475,4.3372,0.13779999999999948,0.13779999999999948
pa,PA,67-03-8,4.324,4.2559000000000005,ph1n1,pH1N1,ph1n1,pH1N1,4.218,4.1619,0.31099999999999994,0.14100000000000001,215,4.218,4.1619,0.05609999999999982,0.05609999999999982,4.225,4.3029,-0.07790000000000052,0.07790000000000052,4.529,4.3029,0.22609999999999975,0.22609999999999975
pa,PA,50-41-9,4.3229999999999995,4.466366666666667,ph1n1,pH1N1,h5n1,H5N1,4.232,4.4315,0.22999999999999954,0.10200000000000031,216,4.232,4.4341,-0.20209999999999972,0.20209999999999972,4.462,4.5335,-0.07150000000000034,0.07150000000000034,4.275,4.4315,-0.15649999999999942,0.15649999999999942
pa,PA,1953-02-2,4.32,4.376533333333334,ph1n1,pH1N1,h3n2,H3N2,3.898,4.1284,0.8829999999999996,0.5061,217,3.898,4.3667,-0.4686999999999997,0.4686999999999997,4.781,4.1284,0.6525999999999996,0.6525999999999996,4.281,4.6345,-0.35350000000000037,0.35350000000000037
pa,PA,220127-57-1,4.306666666666666,4.5138,h3n2,H3N2,ph1n1,pH1N1,3.896,4.2144,0.9889999999999999,0.5571999999999999,218,4.885,4.2144,0.6705999999999994,0.6705999999999994,3.896,4.5554,-0.6593999999999998,0.6593999999999998,4.139,4.7716,-0.6326,0.6326
pa,PA,64228-81-5,4.303666666666667,4.409466666666667,ph1n1,pH1N1,h5n1,H5N1,3.855,4.0388,0.7849999999999997,0.5857999999999999,219,3.855,4.565,-0.7100000000000004,0.7100000000000004,4.416,4.6246,-0.20859999999999967,0.20859999999999967,4.64,4.0388,0.6011999999999995,0.6011999999999995
pa,PA,34580-14-8,4.300333333333334,4.3753,h3n2,H3N2,h5n1,H5N1,4.007,4.3315,0.4530000000000003,0.10559999999999992,220,4.434,4.3573,0.07669999999999977,0.07669999999999977,4.007,4.4371,-0.43010000000000037,0.43010000000000037,4.46,4.3315,0.12849999999999984,0.12849999999999984
pa,PA,85622-93-1,4.299666666666667,4.275133333333333,ph1n1,pH1N1,h5n1,H5N1,3.673,4.0428,1.2809999999999997,0.47170000000000023,221,3.673,4.5145,-0.8414999999999999,0.8414999999999999,4.272,4.2681,0.0039000000000006807,0.0039000000000006807,4.954,4.0428,0.9112,0.9112
pa,PA,129101-54-8,4.294,4.420133333333333,h3n2,H3N2,ph1n1,pH1N1,4.186,4.2372,0.2240000000000002,0.2744,222,4.41,4.2372,0.1728000000000005,0.1728000000000005,4.186,4.5116,-0.32559999999999967,0.32559999999999967,4.286,4.5116,-0.22560000000000002,0.22560000000000002
pa,PA,80-50-2,4.292000000000001,4.365066666666666,h5n1,H5N1,ph1n1,pH1N1,4.105,4.1464,0.39199999999999946,0.3280000000000003,223,4.497,4.1464,0.3506,0.3506,4.274,4.4744,-0.20040000000000013,0.20040000000000013,4.105,4.4744,-0.36939999999999973,0.36939999999999973
pa,PA,389-08-2,4.292,4.2953,h3n2,H3N2,h5n1,H5N1,3.614,3.6176,1.6840000000000002,1.3028999999999997,224,3.964,4.3478,-0.38380000000000036,0.38380000000000036,3.614,4.9205,-1.3064999999999998,1.3064999999999998,5.298,3.6176,1.6804000000000001,1.6804000000000001
pa,PA,84371-65-3,4.283666666666666,4.4894,h5n1,H5N1,ph1n1,pH1N1,4.201,4.3886,0.16900000000000048,0.30239999999999956,225,4.28,4.3886,-0.10860000000000003,0.10860000000000003,4.37,4.691,-0.32099999999999973,0.32099999999999973,4.201,4.3886,-0.18760000000000066,0.18760000000000066
pa,PA,97240-79-4,4.278333333333333,4.2923,ph1n1,pH1N1,h5n1,H5N1,3.912,4.1211,0.71,0.28659999999999997,226,3.912,4.4077,-0.49570000000000025,0.49570000000000025,4.301,4.3481,-0.047099999999999476,0.047099999999999476,4.622,4.1211,0.5008999999999997,0.5008999999999997
pa,PA,220620-09-7,4.275666666666667,4.604233333333333,h3n2,H3N2,ph1n1,pH1N1,4.081,4.4281,0.34499999999999975,0.26420000000000066,227,4.426,4.4281,-0.0020999999999995467,0.0020999999999995467,4.081,4.6923,-0.6113,0.6113,4.32,4.6923,-0.3723000000000001,0.3723000000000001
pa,PA,745-65-3,4.2746666666666675,4.278133333333334,h3n2,H3N2,h5n1,H5N1,3.821,4.057,0.8820000000000001,0.4183999999999992,228,4.3,4.302,-0.0019999999999997797,0.0019999999999997797,3.821,4.4754,-0.6543999999999994,0.6543999999999994,4.703,4.057,0.6459999999999999,0.6459999999999999
pa,PA,2135-17-3,4.273333333333333,4.1996,ph1n1,pH1N1,h5n1,H5N1,4.057,4.1144,0.5039999999999996,0.12929999999999975,229,4.057,4.2437,-0.1866999999999992,0.1866999999999992,4.561,4.2407,0.3202999999999996,0.3202999999999996,4.202,4.1144,0.08760000000000012,0.08760000000000012
pa,PA,26807-65-8,4.2683333333333335,4.4891000000000005,ph1n1,pH1N1,h3n2,H3N2,3.906,4.317,0.6389999999999998,0.2583000000000002,230,3.906,4.5753,-0.6693000000000002,0.6693000000000002,4.354,4.317,0.03699999999999992,0.03699999999999992,4.545,4.575,-0.03000000000000025,0.03000000000000025
pa,PA,7681-93-8,4.265333333333333,4.079366666666666,ph1n1,pH1N1,h3n2,H3N2,3.904,3.9334,0.8070000000000004,0.43789999999999996,231,3.904,4.3713,-0.4672999999999998,0.4672999999999998,4.181,3.9334,0.24760000000000026,0.24760000000000026,4.711,3.9334,0.7776000000000005,0.7776000000000005
pa,PA,130-61-0,4.264666666666667,4.3972,ph1n1,pH1N1,h5n1,H5N1,4.02,4.0326,0.7330000000000005,0.5764999999999993,232,4.02,4.5499,-0.5299000000000005,0.5299000000000005,4.021,4.6091,-0.5880999999999998,0.5880999999999998,4.753,4.0326,0.7203999999999997,0.7203999999999997
pa,PA,364782-34-3,4.263333333333333,4.285433333333334,h5n1,H5N1,h3n2,H3N2,4.19,4.2386,0.13699999999999957,0.07200000000000006,233,4.273,4.3071,-0.03410000000000046,0.03410000000000046,4.327,4.2386,0.08840000000000003,0.08840000000000003,4.19,4.3106,-0.1205999999999996,0.1205999999999996
pa,PA,7081-44-9,4.261666666666667,4.2635000000000005,ph1n1,pH1N1,h5n1,H5N1,3.82,3.9495,0.8050000000000002,0.4924000000000004,234,3.82,4.3991,-0.5791,0.5791,4.34,4.4419,-0.10190000000000055,0.10190000000000055,4.625,3.9495,0.6755,0.6755
pa,PA,50-28-2,4.257666666666666,4.184266666666667,h3n2,H3N2,ph1n1,pH1N1,4.045,4.115,0.399,0.20779999999999976,235,4.284,4.115,0.1689999999999996,0.1689999999999996,4.045,4.3228,-0.27780000000000005,0.27780000000000005,4.444,4.115,0.32899999999999974,0.32899999999999974
pa,PA,78415-72-2,4.242999999999999,4.333666666666667,h5n1,H5N1,ph1n1,pH1N1,4.039,4.1958,0.3730000000000002,0.20679999999999943,236,4.412,4.1958,0.21619999999999973,0.21619999999999973,4.278,4.4026,-0.12460000000000004,0.12460000000000004,4.039,4.4026,-0.3635999999999999,0.3635999999999999
pa,PA,148849-67-6,4.24,4.600966666666666,h3n2,H3N2,ph1n1,pH1N1,3.742,3.9977,1.1849999999999996,0.9048999999999996,237,4.927,3.9977,0.9292999999999996,0.9292999999999996,3.742,4.9026,-1.1605999999999996,1.1605999999999996,4.051,4.9026,-0.8515999999999995,0.8515999999999995
pa,PA,142340-99-6,4.239666666666667,3.7976333333333336,h5n1,H5N1,ph1n1,pH1N1,3.527,3.7971,2.0439999999999996,0.0016000000000002679,238,3.621,3.7971,-0.17609999999999992,0.17609999999999992,5.571,3.7971,1.7738999999999998,1.7738999999999998,3.527,3.7987,-0.27170000000000005,0.27170000000000005
pa,PA,7279-75-6,4.238333333333333,4.6995,ph1n1,pH1N1,ph1n1,pH1N1,4.19,4.6995,0.09399999999999942,0.0,239,4.19,4.6995,-0.5094999999999992,0.5094999999999992,4.284,4.6995,-0.41549999999999976,0.41549999999999976,4.241,4.6995,-0.4584999999999999,0.4584999999999999
pa,PA,136-40-3,4.234000000000001,4.293433333333334,h5n1,H5N1,h3n2,H3N2,3.809,3.9769,0.8199999999999994,0.5341,240,4.264,4.3924,-0.12840000000000007,0.12840000000000007,4.629,3.9769,0.6520999999999995,0.6520999999999995,3.809,4.511,-0.702,0.702
pa,PA,63659-19-8,4.229666666666667,4.3246,h3n2,H3N2,ph1n1,pH1N1,3.935,4.209,0.45799999999999974,0.20610000000000017,241,4.393,4.209,0.18400000000000016,0.18400000000000016,3.935,4.3497,-0.4147000000000003,0.4147000000000003,4.361,4.4151,-0.05410000000000004,0.05410000000000004
pa,PA,127-79-7,4.227333333333333,4.318133333333333,h3n2,H3N2,ph1n1,pH1N1,4.02,4.2798,0.35800000000000054,0.05750000000000011,242,4.284,4.2798,0.0041999999999999815,0.0041999999999999815,4.02,4.3373,-0.31730000000000036,0.31730000000000036,4.378,4.3373,0.04070000000000018,0.04070000000000018
pa,PA,58579-51-4,4.225333333333333,4.203033333333334,h3n2,H3N2,ph1n1,pH1N1,3.543,3.9333,1.3010000000000002,0.4046000000000003,243,4.844,3.9333,0.9107000000000003,0.9107000000000003,3.543,4.3379,-0.7949000000000002,0.7949000000000002,4.289,4.3379,-0.04890000000000061,0.04890000000000061
pa,PA,83915-83-7,4.2090000000000005,4.3788,ph1n1,pH1N1,ph1n1,pH1N1,4.186,4.3788,0.051000000000000156,0.0,244,4.186,4.3788,-0.19280000000000008,0.19280000000000008,4.204,4.3788,-0.1748000000000003,0.1748000000000003,4.237,4.3788,-0.14179999999999993,0.14179999999999993
pa,PA,635728-49-3,4.204999999999999,4.3425,h3n2,H3N2,h5n1,H5N1,3.957,4.1875,0.4299999999999997,0.4286000000000003,245,4.271,4.2239,0.047099999999999476,0.047099999999999476,3.957,4.6161,-0.6591000000000005,0.6591000000000005,4.387,4.1875,0.19949999999999957,0.19949999999999957
pa,PA,52-21-1,4.202333333333334,4.322933333333334,h3n2,H3N2,ph1n1,pH1N1,3.592,4.0847,1.5619999999999998,0.399,246,5.154,4.0847,1.0693000000000001,1.0693000000000001,3.592,4.4837,-0.8916999999999997,0.8916999999999997,3.861,4.4004,-0.5394000000000001,0.5394000000000001
pa,PA,152520-56-4,4.197333333333334,4.2678,h3n2,H3N2,ph1n1,pH1N1,3.995,4.152,0.43599999999999994,0.1737000000000002,247,4.431,4.152,0.2789999999999999,0.2789999999999999,3.995,4.3257,-0.3307000000000002,0.3307000000000002,4.166,4.3257,-0.15969999999999995,0.15969999999999995
pa,PA,155213-67-5,4.195666666666667,4.1184666666666665,h5n1,H5N1,h3n2,H3N2,3.895,3.8817,0.5829999999999997,0.4586999999999999,248,4.478,4.1333,0.34469999999999956,0.34469999999999956,4.214,3.8817,0.3323000000000005,0.3323000000000005,3.895,4.3404,-0.4453999999999998,0.4453999999999998
pa,PA,85650-56-2,4.194333333333334,4.2406,h3n2,H3N2,ph1n1,pH1N1,3.837,4.1552,0.6259999999999999,0.21150000000000002,249,4.283,4.1552,0.12780000000000058,0.12780000000000058,3.837,4.3667,-0.5296999999999996,0.5296999999999996,4.463,4.1999,0.26309999999999967,0.26309999999999967
pa,PA,3543-75-7,4.19,4.298633333333333,ph1n1,pH1N1,h5n1,H5N1,4.012,4.1647,0.33500000000000085,0.2195999999999998,250,4.012,4.3469,-0.3349000000000002,0.3349000000000002,4.211,4.3843,-0.17329999999999934,0.17329999999999934,4.347,4.1647,0.18230000000000057,0.18230000000000057
pa,PA,58-56-0,4.188,4.259266666666666,ph1n1,pH1N1,h3n2,H3N2,4.031,4.2226,0.24100000000000055,0.054999999999999716,251,4.031,4.2776,-0.24659999999999993,0.24659999999999993,4.272,4.2226,0.04940000000000033,0.04940000000000033,4.261,4.2776,-0.016599999999999504,0.016599999999999504
pa,PA,1070-11-7,4.187333333333333,4.403766666666667,h3n2,H3N2,h5n1,H5N1,4.124,4.2521,0.18700000000000028,0.22749999999999915,252,4.127,4.4796,-0.3525999999999998,0.3525999999999998,4.124,4.4796,-0.3555999999999999,0.3555999999999999,4.311,4.2521,0.05889999999999951,0.05889999999999951
pa,PA,36791-04-5,4.183,4.156833333333334,ph1n1,pH1N1,h3n2,H3N2,3.992,4.1249,0.29499999999999993,0.09579999999999966,253,3.992,4.2207,-0.2286999999999999,0.2286999999999999,4.27,4.1249,0.14509999999999934,0.14509999999999934,4.287,4.1249,0.1620999999999997,0.1620999999999997
pa,PA,73816-42-9,4.179333333333333,4.232500000000001,ph1n1,pH1N1,h5n1,H5N1,3.944,4.1186,0.5970000000000004,0.22550000000000026,254,3.944,4.3441,-0.4001000000000001,0.4001000000000001,4.053,4.2348,-0.18179999999999996,0.18179999999999996,4.541,4.1186,0.42240000000000055,0.42240000000000055
pa,PA,74011-58-8,4.177333333333333,4.3886,h3n2,H3N2,h3n2,H3N2,4.094,4.3268,0.1609999999999996,0.18539999999999957,255,4.183,4.5122,-0.32920000000000016,0.32920000000000016,4.094,4.3268,-0.23280000000000012,0.23280000000000012,4.255,4.3268,-0.07180000000000053,0.07180000000000053
pa,PA,15307-81-0,4.177,4.2309,h3n2,H3N2,ph1n1,pH1N1,3.735,4.0703,0.7740000000000005,0.41050000000000075,256,4.509,4.0703,0.43870000000000076,0.43870000000000076,3.735,4.4808,-0.7458000000000005,0.7458000000000005,4.287,4.1416,0.14539999999999953,0.14539999999999953
pa,PA,161814-49-9,4.170333333333333,4.265433333333333,ph1n1,pH1N1,h3n2,H3N2,3.786,4.2174,0.6019999999999999,0.14410000000000078,257,3.786,4.3615,-0.5755000000000003,0.5755000000000003,4.388,4.2174,0.1706000000000003,0.1706000000000003,4.337,4.2174,0.11960000000000015,0.11960000000000015
pa,PA,91374-20-8,4.169666666666667,4.2118,h3n2,H3N2,ph1n1,pH1N1,3.441,3.6811,1.2519999999999998,0.9205000000000005,258,4.693,3.6811,1.0118999999999998,1.0118999999999998,3.441,4.6016,-1.1606000000000005,1.1606000000000005,4.375,4.3527,0.02230000000000043,0.02230000000000043
pa,PA,132539-06-1,4.169666666666667,4.4703333333333335,h5n1,H5N1,h5n1,H5N1,3.957,4.3722,0.4039999999999999,0.14719999999999978,259,4.191,4.5194,-0.32840000000000025,0.32840000000000025,4.361,4.5194,-0.15840000000000032,0.15840000000000032,3.957,4.3722,-0.41520000000000046,0.41520000000000046
pa,PA,79902-63-9,4.166666666666667,4.3517,h3n2,H3N2,h5n1,H5N1,3.602,3.8957,1.2600000000000002,0.9557999999999995,260,4.036,4.8515,-0.8155000000000001,0.8155000000000001,3.602,4.3079,-0.7059000000000002,0.7059000000000002,4.862,3.8957,0.9662999999999999,0.9662999999999999
pa,PA,302-79-4,4.165666666666667,4.141933333333333,ph1n1,pH1N1,ph1n1,pH1N1,3.767,4.1314,0.9750000000000001,0.03160000000000007,261,3.767,4.1314,-0.3644000000000003,0.3644000000000003,3.988,4.163,-0.17500000000000027,0.17500000000000027,4.742,4.1314,0.6105999999999998,0.6105999999999998
pa,PA,99592-39-9,4.161666666666666,4.172199999999999,h3n2,H3N2,h5n1,H5N1,3.693,3.9598,0.8660000000000001,0.5123000000000002,262,4.233,4.0847,0.14829999999999988,0.14829999999999988,3.693,4.4721,-0.7791000000000001,0.7791000000000001,4.559,3.9598,0.5992000000000002,0.5992000000000002
pa,PA,72432-03-2,4.159999999999999,4.8802666666666665,h5n1,H5N1,ph1n1,pH1N1,3.824,4.8592,0.5220000000000002,0.031599999999999184,263,4.346,4.8592,-0.5132000000000003,0.5132000000000003,4.31,4.8908,-0.5808,0.5808,3.824,4.8908,-1.0667999999999997,1.0667999999999997
pa,PA,77883-43-3,4.1546666666666665,4.426733333333334,ph1n1,pH1N1,h5n1,H5N1,3.883,4.2409,0.5170000000000003,0.2957000000000001,264,3.883,4.5366,-0.6536,0.6536,4.181,4.5027,-0.3216999999999999,0.3216999999999999,4.4,4.2409,0.15910000000000046,0.15910000000000046
pa,PA,74863-84-6,4.153,4.4128,h3n2,H3N2,h3n2,H3N2,3.936,4.3853,0.5679999999999996,0.07450000000000045,265,4.019,4.4598,-0.4408000000000003,0.4408000000000003,3.936,4.3853,-0.44930000000000003,0.44930000000000003,4.504,4.3933,0.11069999999999958,0.11069999999999958
pa,PA,57248-88-1,4.151666666666666,4.300766666666667,ph1n1,pH1N1,ph1n1,pH1N1,3.845,4.1333,0.7309999999999994,0.5023999999999997,266,3.845,4.1333,-0.2883,0.2883,4.576,4.1333,0.4426999999999994,0.4426999999999994,4.034,4.6357,-0.6017000000000001,0.6017000000000001
pa,PA,1508-76-5,4.1433333333333335,4.582133333333334,ph1n1,pH1N1,h5n1,H5N1,3.475,4.2426,1.7129999999999996,0.5206,267,3.475,4.7632,-1.2882000000000002,1.2882000000000002,3.767,4.7406,-0.9735999999999998,0.9735999999999998,5.188,4.2426,0.9453999999999994,0.9453999999999994
pa,PA,475207-59-1,4.139666666666667,4.281833333333334,ph1n1,pH1N1,h3n2,H3N2,3.83,4.1233,0.5140000000000002,0.2378,268,3.83,4.3611,-0.5311000000000003,0.5311000000000003,4.344,4.1233,0.2206999999999999,0.2206999999999999,4.245,4.3611,-0.11610000000000031,0.11610000000000031
pa,PA,863031-21-4,4.139333333333333,4.358266666666666,h3n2,H3N2,ph1n1,pH1N1,3.875,4.2376,0.4850000000000003,0.18100000000000005,269,4.36,4.2376,0.12240000000000073,0.12240000000000073,3.875,4.4186,-0.5435999999999996,0.5435999999999996,4.183,4.4186,-0.2355999999999998,0.2355999999999998
pa,PA,73963-72-1,4.125333333333334,4.312866666666667,h5n1,H5N1,ph1n1,pH1N1,3.91,4.2394,0.39400000000000013,0.2204000000000006,270,4.304,4.2394,0.06460000000000043,0.06460000000000043,4.162,4.2394,-0.07739999999999991,0.07739999999999991,3.91,4.4598,-0.5498000000000003,0.5498000000000003
pa,PA,50-04-4,4.115666666666667,4.4905333333333335,h3n2,H3N2,h5n1,H5N1,3.793,4.3392,0.5720000000000001,0.2270000000000003,271,4.365,4.5662,-0.20120000000000005,0.20120000000000005,3.793,4.5662,-0.7732000000000001,0.7732000000000001,4.189,4.3392,-0.1501999999999999,0.1501999999999999
pa,PA,83-43-2,4.112333333333333,4.1081666666666665,h5n1,H5N1,h3n2,H3N2,3.905,4.0041,0.38000000000000034,0.24009999999999998,272,4.147,4.2442,-0.09719999999999995,0.09719999999999995,4.285,4.0041,0.2808999999999999,0.2808999999999999,3.905,4.0762,-0.17120000000000024,0.17120000000000024
pa,PA,211915-06-9,4.11,4.107766666666667,h3n2,H3N2,h3n2,H3N2,3.705,4.0333,1.1360000000000001,0.2234000000000007,273,3.784,4.2567,-0.47270000000000056,0.47270000000000056,3.705,4.0333,-0.3282999999999996,0.3282999999999996,4.841,4.0333,0.8077000000000005,0.8077000000000005
pa,PA,101827-46-7,4.103333333333333,4.068700000000001,h3n2,H3N2,ph1n1,pH1N1,3.943,4.0221,0.31499999999999995,0.13980000000000015,274,4.109,4.0221,0.08689999999999998,0.08689999999999998,3.943,4.1619,-0.2189000000000001,0.2189000000000001,4.258,4.0221,0.2359,0.2359
pa,PA,146464-95-1,4.0986666666666665,4.285966666666666,h3n2,H3N2,h5n1,H5N1,3.815,4.211,0.4700000000000002,0.18129999999999935,275,4.196,4.2546,-0.05860000000000021,0.05860000000000021,3.815,4.3923,-0.5772999999999997,0.5772999999999997,4.285,4.211,0.07399999999999984,0.07399999999999984
pa,PA,118072-93-8,4.097333333333333,4.352,ph1n1,pH1N1,h5n1,H5N1,3.901,4.0288,0.4300000000000006,0.4847999999999999,276,3.901,4.5136,-0.6126000000000005,0.6126000000000005,4.06,4.5136,-0.45360000000000067,0.45360000000000067,4.331,4.0288,0.3022,0.3022
pa,PA,106685-40-9,4.0953333333333335,4.0869,ph1n1,pH1N1,h3n2,H3N2,3.656,3.9265,0.8290000000000002,0.36960000000000015,277,3.656,4.2961,-0.6400999999999999,0.6400999999999999,4.145,3.9265,0.2184999999999997,0.2184999999999997,4.485,4.0381,0.4469000000000003,0.4469000000000003
pa,PA,1744-22-5,4.094,4.089066666666667,ph1n1,pH1N1,h5n1,H5N1,3.587,3.9552,0.8679999999999999,0.3505999999999996,278,3.587,4.3058,-0.7187999999999994,0.7187999999999994,4.24,4.0062,0.23380000000000045,0.23380000000000045,4.455,3.9552,0.4998,0.4998
pa,PA,162011-90-7,4.092666666666667,4.078433333333333,ph1n1,pH1N1,h5n1,H5N1,3.972,4.0141,0.23999999999999977,0.1535000000000002,279,3.972,4.1676,-0.19560000000000022,0.19560000000000022,4.094,4.0536,0.04039999999999999,0.04039999999999999,4.212,4.0141,0.19789999999999974,0.19789999999999974
pa,PA,127-07-1,4.083333333333333,4.153533333333333,ph1n1,pH1N1,h5n1,H5N1,3.918,4.031,0.2709999999999999,0.31010000000000026,280,3.918,4.3411,-0.4230999999999998,0.4230999999999998,4.143,4.0885,0.05449999999999999,0.05449999999999999,4.189,4.031,0.15800000000000036,0.15800000000000036
pa,PA,75706-12-6,4.077,4.087233333333334,h3n2,H3N2,ph1n1,pH1N1,3.268,3.9068,1.3570000000000002,0.5413000000000001,281,4.625,3.9068,0.7182,0.7182,3.268,4.4481,-1.1801000000000004,1.1801000000000004,4.338,3.9068,0.4312,0.4312
pa,PA,297-76-7,4.074666666666666,4.483766666666667,h3n2,H3N2,ph1n1,pH1N1,3.336,3.9429,1.5429999999999997,0.8544999999999998,282,4.879,3.9429,0.9360999999999997,0.9360999999999997,3.336,4.7974,-1.4613999999999998,1.4613999999999998,4.009,4.711,-0.702,0.702
pa,PA,97-77-8,4.069333333333334,4.317366666666667,ph1n1,pH1N1,h3n2,H3N2,3.849,4.3161,0.5750000000000002,0.0019000000000000128,283,3.849,4.318,-0.4689999999999994,0.4689999999999994,3.935,4.3161,-0.38109999999999955,0.38109999999999955,4.424,4.318,0.10600000000000076,0.10600000000000076
pa,PA,405165-61-9,4.067666666666667,4.9161,ph1n1,pH1N1,ph1n1,pH1N1,3.825,4.9161,0.7109999999999994,0.0,284,3.825,4.9161,-1.0911,1.0911,3.842,4.9161,-1.0741,1.0741,4.536,4.9161,-0.38010000000000055,0.38010000000000055
pa,PA,30652-11-0,4.0616666666666665,3.9008,h3n2,H3N2,ph1n1,pH1N1,3.596,3.7114,0.7039999999999997,0.5682000000000005,285,4.3,3.7114,0.5886,0.5886,3.596,4.2796,-0.6836000000000002,0.6836000000000002,4.289,3.7114,0.5775999999999999,0.5775999999999999
pa,PA,63-45-6,4.049333333333333,4.125,h3n2,H3N2,ph1n1,pH1N1,3.933,4.0259,0.3130000000000006,0.21260000000000012,286,4.246,4.0259,0.2201000000000004,0.2201000000000004,3.933,4.2385,-0.3055000000000003,0.3055000000000003,3.969,4.1106,-0.14159999999999995,0.14159999999999995
