dataset_label,dataset_display,id,target_a,target_b,strain_a,strain_b,strain_a_display,strain_b_display,strain_pair,label_pkd_a,label_pkd_b,pred_mean_a,pred_mean_b,observed_delta_pkd,predicted_delta_pkd,observed_pair_divergence,predicted_pair_divergence,delta_residual,abs_delta_error,outer_fold_a,outer_fold_b
pa,PA,111406-87-2,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.544,4.026,4.3535,3.9472,-0.48199999999999976,0.4063000000000003,0.48199999999999976,0.4063000000000003,-0.8883000000000001,0.8883000000000001,0.0,3.0
pa,PA,1115-70-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.675,3.807,3.6778,4.1243,-0.13200000000000012,-0.4464999999999999,0.13200000000000012,0.4464999999999999,0.3144999999999998,0.3144999999999998,1.0,2.0
pa,PA,111974-72-2,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.663,4.66,4.517,4.5638,0.0030000000000001137,-0.04679999999999929,0.0030000000000001137,0.04679999999999929,0.0497999999999994,0.0497999999999994,0.0,2.0
pa,PA,112529-15-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,6.45,6.327,6.3729,5.8891,0.12300000000000022,0.48379999999999956,0.12300000000000022,0.48379999999999956,-0.36079999999999934,0.36079999999999934,1.0,3.0
pa,PA,112809-51-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.818,4.551,4.044,3.9381,-0.7330000000000001,0.10589999999999966,0.7330000000000001,0.10589999999999966,-0.8388999999999998,0.8388999999999998,3.0,1.0
pa,PA,112885-42-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.1,5.853,5.804,5.6787,-0.7530000000000001,0.1253000000000002,0.7530000000000001,0.1253000000000002,-0.8783000000000003,0.8783000000000003,0.0,1.0
pa,PA,113-59-7,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.887,5.765,5.4191,4.1216,-1.8779999999999997,1.2975000000000003,1.8779999999999997,1.2975000000000003,-3.1755,3.1755,1.0,2.0
pa,PA,113-92-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.156,3.921,4.5863,4.1389,0.23499999999999988,0.4474,0.23499999999999988,0.4474,-0.21240000000000014,0.21240000000000014,1.0,4.0
pa,PA,113852-37-2,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.222,4.777,4.6073,4.7358,-0.5549999999999997,-0.12849999999999984,0.5549999999999997,0.12849999999999984,-0.4264999999999999,0.4264999999999999,0.0,2.0
pa,PA,115256-11-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.272,4.823,4.7895,4.7895,-0.5510000000000002,0.0,0.5510000000000002,0.0,-0.5510000000000002,0.5510000000000002,3.0,3.0
pa,PA,1156-19-0,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.395,4.384,4.3976,4.6284,0.010999999999999233,-0.23080000000000034,0.010999999999999233,0.23080000000000034,0.24179999999999957,0.24179999999999957,0.0,4.0
pa,PA,117-37-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,6.052,4.485,4.0767,4.0767,1.5669999999999993,0.0,1.5669999999999993,0.0,1.5669999999999993,1.5669999999999993,1.0,1.0
pa,PA,118072-93-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.06,4.331,4.5136,4.0288,-0.2710000000000008,0.4847999999999999,0.2710000000000008,0.4847999999999999,-0.7558000000000007,0.7558000000000007,3.0,4.0
pa,PA,119413-54-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.22,5.009,4.6574,5.0779,0.2109999999999994,-0.42049999999999965,0.2109999999999994,0.42049999999999965,0.6314999999999991,0.6314999999999991,0.0,3.0
pa,PA,1195765-45-7,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.36,4.459,4.6446,4.0221,-1.0989999999999998,0.6224999999999996,1.0989999999999998,0.6224999999999996,-1.7214999999999994,1.7214999999999994,2.0,1.0
pa,PA,120-97-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.771,4.205,4.3042,3.4997,-0.43400000000000016,0.8045,0.43400000000000016,0.8045,-1.2385000000000002,1.2385000000000002,3.0,2.0
pa,PA,120011-70-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.541,3.954,4.9701,5.3772,-0.41300000000000026,-0.4070999999999998,0.41300000000000026,0.4070999999999998,-0.00590000000000046,0.00590000000000046,0.0,4.0
pa,PA,120202-66-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,6.525,5.941,4.4371,4.4371,0.5840000000000005,0.0,0.5840000000000005,0.0,0.5840000000000005,0.5840000000000005,1.0,1.0
pa,PA,120511-73-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.687,5.099,4.9514,4.8014,-0.4119999999999999,0.14999999999999947,0.4119999999999999,0.14999999999999947,-0.5619999999999994,0.5619999999999994,2.0,1.0
pa,PA,122111-03-9,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.714,5.806,4.9446,4.9446,-1.0919999999999996,0.0,1.0919999999999996,0.0,-1.0919999999999996,1.0919999999999996,4.0,4.0
pa,PA,122320-73-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.542,4.519,5.3249,4.5387,0.022999999999999687,0.7862,0.022999999999999687,0.7862,-0.7632000000000003,0.7632000000000003,0.0,2.0
pa,PA,122647-32-9,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.549,3.47,3.6014,3.6383,0.07899999999999974,-0.036900000000000155,0.07899999999999974,0.036900000000000155,0.11589999999999989,0.11589999999999989,3.0,2.0
pa,PA,122883-93-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.688,4.736,4.9141,5.1141,0.952,-0.1999999999999993,0.952,0.1999999999999993,1.1519999999999992,1.1519999999999992,2.0,3.0
pa,PA,1247-42-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,6.445,5.662,5.6378,6.2047,0.7830000000000004,-0.5668999999999995,0.7830000000000004,0.5668999999999995,1.3498999999999999,1.3498999999999999,2.0,0.0
pa,PA,124750-99-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.792,5.08,4.771,4.7861,-0.28800000000000026,-0.015100000000000335,0.28800000000000026,0.015100000000000335,-0.2728999999999999,0.2728999999999999,3.0,1.0
pa,PA,124937-52-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.47,4.815,4.2676,4.2676,-0.34500000000000064,0.0,0.34500000000000064,0.0,-0.34500000000000064,0.34500000000000064,0.0,0.0
pa,PA,125-84-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.112,5.131,4.839,4.256,-1.0190000000000001,0.5830000000000002,1.0190000000000001,0.5830000000000002,-1.6020000000000003,1.6020000000000003,2.0,4.0
pa,PA,1263-89-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.824,3.974,3.9761,3.8567,-0.15000000000000036,0.11940000000000017,0.15000000000000036,0.11940000000000017,-0.26940000000000053,0.26940000000000053,2.0,4.0
pa,PA,1264-62-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.575,3.866,3.7282,3.7282,-0.2909999999999999,0.0,0.2909999999999999,0.0,-0.2909999999999999,0.2909999999999999,2.0,2.0
pa,PA,127-07-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.143,4.189,4.0885,4.031,-0.04600000000000026,0.05750000000000011,0.04600000000000026,0.05750000000000011,-0.10350000000000037,0.10350000000000037,0.0,1.0
pa,PA,127-56-0,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,6.109,5.891,4.9216,6.0605,0.21799999999999997,-1.1389000000000005,0.21799999999999997,1.1389000000000005,1.3569000000000004,1.3569000000000004,4.0,2.0
pa,PA,127-79-7,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.02,4.378,4.3373,4.3373,-0.35800000000000054,0.0,0.35800000000000054,0.0,-0.35800000000000054,0.35800000000000054,1.0,1.0
pa,PA,128794-94-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.864,3.932,4.3704,4.3704,-0.06800000000000006,0.0,0.06800000000000006,0.0,-0.06800000000000006,0.06800000000000006,2.0,2.0
pa,PA,129101-54-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.186,4.286,4.5116,4.5116,-0.09999999999999964,0.0,0.09999999999999964,0.0,-0.09999999999999964,0.09999999999999964,4.0,4.0
pa,PA,129497-78-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.17,3.918,4.0349,3.0767,-0.7480000000000002,0.9582000000000002,0.7480000000000002,0.9582000000000002,-1.7062000000000004,1.7062000000000004,2.0,4.0
pa,PA,129722-12-9,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.225,5.346,4.9442,4.7333,-1.1210000000000004,0.21090000000000053,1.1210000000000004,0.21090000000000053,-1.331900000000001,1.331900000000001,2.0,1.0
pa,PA,130-61-0,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.021,4.753,4.6091,4.0326,-0.7320000000000002,0.5764999999999993,0.7320000000000002,0.5764999999999993,-1.3084999999999996,1.3084999999999996,0.0,4.0
pa,PA,13010-47-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.764,5.729,5.4764,5.6408,0.03500000000000014,-0.16439999999999966,0.03500000000000014,0.16439999999999966,0.1993999999999998,0.1993999999999998,4.0,2.0
pa,PA,132-17-2,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.059,3.748,4.3764,4.2809,0.31099999999999994,0.09550000000000036,0.31099999999999994,0.09550000000000036,0.21549999999999958,0.21549999999999958,2.0,3.0
pa,PA,132-18-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.634,3.477,3.6091,3.8074,0.15700000000000003,-0.1982999999999997,0.15700000000000003,0.1982999999999997,0.3552999999999997,0.3552999999999997,1.0,4.0
pa,PA,132539-06-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.361,3.957,4.5194,4.3722,0.4039999999999999,0.14719999999999978,0.4039999999999999,0.14719999999999978,0.25680000000000014,0.25680000000000014,0.0,1.0
pa,PA,13292-46-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.497,3.883,3.7076,3.5578,-0.3860000000000001,0.14979999999999993,0.3860000000000001,0.14979999999999993,-0.5358,0.5358,4.0,1.0
pa,PA,133-67-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.572,4.489,5.04,5.04,0.08300000000000018,0.0,0.08300000000000018,0.0,0.08300000000000018,0.08300000000000018,1.0,1.0
pa,PA,133099-07-7,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.391,5.452,4.7197,4.7197,-1.061,0.0,1.061,0.0,-1.061,1.061,1.0,1.0
pa,PA,133454-47-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.786,4.602,4.6656,4.8994,0.18399999999999928,-0.23379999999999956,0.18399999999999928,0.23379999999999956,0.41779999999999884,0.41779999999999884,4.0,1.0
pa,PA,134308-13-7,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.569,4.383,4.3056,4.3056,0.18599999999999994,0.0,0.18599999999999994,0.0,0.18599999999999994,0.18599999999999994,1.0,1.0
pa,PA,134523-03-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.333,5.328,4.2587,5.2904,0.004999999999999893,-1.0316999999999998,0.004999999999999893,1.0316999999999998,1.0366999999999997,1.0366999999999997,2.0,1.0
pa,PA,135729-62-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.404,4.461,4.8533,4.5058,-0.057000000000000384,0.34750000000000014,0.057000000000000384,0.34750000000000014,-0.4045000000000005,0.4045000000000005,3.0,4.0
pa,PA,136-40-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.629,3.809,3.9769,4.511,0.8199999999999994,-0.5341,0.8199999999999994,0.5341,1.3540999999999994,1.3540999999999994,3.0,1.0
pa,PA,136572-09-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.786,3.906,4.2018,4.1021,-0.1200000000000001,0.09970000000000034,0.1200000000000001,0.09970000000000034,-0.21970000000000045,0.21970000000000045,1.0,2.0
pa,PA,137-58-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.991,4.77,5.1887,5.0993,-0.7789999999999995,0.08939999999999948,0.7789999999999995,0.08939999999999948,-0.868399999999999,0.868399999999999,4.0,1.0
pa,PA,137071-32-0,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.147,3.506,3.3344,3.3696,-0.359,-0.03520000000000012,0.359,0.03520000000000012,-0.32379999999999987,0.32379999999999987,3.0,4.0
pa,PA,138402-11-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.855,4.575,4.8365,4.8365,0.28000000000000025,0.0,0.28000000000000025,0.0,0.28000000000000025,0.28000000000000025,4.0,4.0
pa,PA,138530-94-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.22,5.331,5.1454,4.6943,-0.11100000000000065,0.4511000000000003,0.11100000000000065,0.4511000000000003,-0.5621000000000009,0.5621000000000009,2.0,4.0
pa,PA,138926-19-9,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.629,4.509,4.6166,4.664,0.11999999999999922,-0.047399999999999665,0.11999999999999922,0.047399999999999665,0.16739999999999888,0.16739999999999888,3.0,2.0
pa,PA,139110-80-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.477,5.858,4.3585,4.3585,-1.3809999999999993,0.0,1.3809999999999993,0.0,-1.3809999999999993,1.3809999999999993,0.0,0.0
pa,PA,140462-76-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.134,4.785,5.0607,4.5789,-0.6509999999999998,0.4817999999999998,0.6509999999999998,0.4817999999999998,-1.1327999999999996,1.1327999999999996,1.0,3.0
pa,PA,141-90-2,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.993,4.881,4.6569,4.4254,0.1120000000000001,0.23150000000000048,0.1120000000000001,0.23150000000000048,-0.11950000000000038,0.11950000000000038,0.0,3.0
pa,PA,141505-33-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.37,5.031,4.708,4.3404,-0.6609999999999996,0.36760000000000037,0.6609999999999996,0.36760000000000037,-1.0286,1.0286,3.0,1.0
pa,PA,141625-93-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.176,5.857,4.9691,4.0496,-1.681,0.9195000000000002,1.681,0.9195000000000002,-2.6005000000000003,2.6005000000000003,1.0,2.0
pa,PA,142340-99-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.571,3.527,3.7971,3.7987,2.0439999999999996,-0.0016000000000002679,2.0439999999999996,0.0016000000000002679,2.0456,2.0456,1.0,0.0
pa,PA,144-82-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.191,5.57,5.0849,5.6939,-0.37900000000000045,-0.609,0.37900000000000045,0.609,0.22999999999999954,0.22999999999999954,2.0,0.0
pa,PA,144060-53-7,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.886,5.012,4.7468,4.5655,-0.12599999999999945,0.18130000000000024,0.12599999999999945,0.18130000000000024,-0.3072999999999997,0.3072999999999997,4.0,0.0
pa,PA,144689-63-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.614,5.265,4.9569,4.933,0.3490000000000002,0.023900000000000254,0.3490000000000002,0.023900000000000254,0.32509999999999994,0.32509999999999994,0.0,3.0
pa,PA,144701-48-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.465,4.405,4.6445,4.5286,0.05999999999999961,0.11589999999999989,0.05999999999999961,0.11589999999999989,-0.05590000000000028,0.05590000000000028,1.0,0.0
pa,PA,145040-37-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.354,3.686,4.1322,3.8307,-0.33199999999999985,0.3014999999999999,0.33199999999999985,0.3014999999999999,-0.6334999999999997,0.6334999999999997,3.0,1.0
pa,PA,145108-58-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.116,4.432,4.3269,4.3172,-0.3160000000000007,0.009700000000000486,0.3160000000000007,0.009700000000000486,-0.3257000000000012,0.3257000000000012,4.0,0.0
pa,PA,146464-95-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.815,4.285,4.3923,4.211,-0.4700000000000002,0.18129999999999935,0.4700000000000002,0.18129999999999935,-0.6512999999999995,0.6512999999999995,3.0,0.0
pa,PA,147-94-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.083,5.722,4.5076,4.5076,-0.6390000000000002,0.0,0.6390000000000002,0.0,-0.6390000000000002,0.6390000000000002,1.0,1.0
pa,PA,147127-20-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.086,3.503,3.8227,4.1932,0.5830000000000002,-0.37049999999999983,0.5830000000000002,0.37049999999999983,0.9535,0.9535,2.0,4.0
pa,PA,147403-03-0,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.038,6.471,6.0298,4.9226,-1.4329999999999998,1.1071999999999997,1.4329999999999998,1.1071999999999997,-2.5401999999999996,2.5401999999999996,4.0,2.0
pa,PA,1476-53-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.903,4.596,4.1813,4.3005,-0.6930000000000001,-0.1192000000000002,0.6930000000000001,0.1192000000000002,-0.5737999999999999,0.5737999999999999,0.0,4.0
pa,PA,148-79-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.572,5.128,4.5696,4.5696,0.44399999999999995,0.0,0.44399999999999995,0.0,0.44399999999999995,0.44399999999999995,0.0,0.0
pa,PA,148849-67-6,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.742,4.051,4.9026,4.9026,-0.30900000000000016,0.0,0.30900000000000016,0.0,-0.30900000000000016,0.30900000000000016,2.0,2.0
pa,PA,149647-78-9,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.26,3.554,4.394,4.2904,0.706,0.10360000000000014,0.706,0.10360000000000014,0.6023999999999998,0.6023999999999998,3.0,0.0
pa,PA,150-76-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.636,4.027,3.8225,3.8893,-0.391,-0.06680000000000019,0.391,0.06680000000000019,-0.3241999999999998,0.3241999999999998,0.0,2.0
pa,PA,150322-43-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.734,4.701,4.4472,4.5501,0.03300000000000036,-0.10289999999999999,0.03300000000000036,0.10289999999999999,0.13590000000000035,0.13590000000000035,2.0,1.0
pa,PA,150399-23-8,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.807,4.472,4.6188,4.7599,0.33499999999999996,-0.14109999999999978,0.33499999999999996,0.14109999999999978,0.47609999999999975,0.47609999999999975,2.0,0.0
pa,PA,150683-30-0,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.63,4.181,3.9124,3.8733,-0.5510000000000002,0.03909999999999991,0.5510000000000002,0.03909999999999991,-0.5901000000000001,0.5901000000000001,2.0,3.0
pa,PA,1508-65-2,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.067,4.684,4.6034,4.6034,0.383,0.0,0.383,0.0,0.383,0.383,2.0,2.0
pa,PA,1508-75-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.447,4.078,4.4381,4.4885,0.3689999999999998,-0.05039999999999978,0.3689999999999998,0.05039999999999978,0.41939999999999955,0.41939999999999955,4.0,1.0
pa,PA,1508-76-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.767,5.188,4.7406,4.2426,-1.4209999999999998,0.49799999999999933,1.4209999999999998,0.49799999999999933,-1.9189999999999992,1.9189999999999992,4.0,0.0
pa,PA,152-62-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.57,5.024,4.5481,4.54,-0.45399999999999974,0.008099999999999774,0.45399999999999974,0.008099999999999774,-0.4620999999999995,0.4620999999999995,2.0,0.0
pa,PA,152520-56-4,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.995,4.166,4.3257,4.3257,-0.17100000000000026,0.0,0.17100000000000026,0.0,-0.17100000000000026,0.17100000000000026,3.0,3.0
pa,PA,15307-81-0,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.735,4.287,4.4808,4.1416,-0.552,0.33919999999999995,0.552,0.33919999999999995,-0.8912,0.8912,1.0,4.0
pa,PA,153559-49-0,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.317,4.607,4.5548,4.3689,-0.29000000000000004,0.18590000000000018,0.29000000000000004,0.18590000000000018,-0.4759000000000002,0.4759000000000002,2.0,4.0
pa,PA,154229-19-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.989,5.033,4.5631,4.2247,-1.0440000000000005,0.33840000000000003,1.0440000000000005,0.33840000000000003,-1.3824000000000005,1.3824000000000005,4.0,1.0
pa,PA,154361-50-9,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.022,4.938,4.7814,4.8452,0.08400000000000052,-0.06380000000000052,0.08400000000000052,0.06380000000000052,0.14780000000000104,0.14780000000000104,4.0,0.0
pa,PA,155206-00-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.704,5.484,5.1746,4.9348,-0.7800000000000002,0.2397999999999998,0.7800000000000002,0.2397999999999998,-1.0198,1.0198,4.0,2.0
pa,PA,155213-67-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.214,3.895,3.8817,4.3404,0.3190000000000004,-0.4586999999999999,0.3190000000000004,0.4586999999999999,0.7777000000000003,0.7777000000000003,3.0,0.0
pa,PA,156-57-0,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.656,3.131,3.3465,3.7349,0.5250000000000004,-0.3884000000000003,0.5250000000000004,0.3884000000000003,0.9134000000000007,0.9134000000000007,3.0,0.0
pa,PA,15686-71-2,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.123,4.155,4.1454,4.1889,-0.03200000000000003,-0.04349999999999987,0.03200000000000003,0.04349999999999987,0.011499999999999844,0.011499999999999844,0.0,2.0
pa,PA,159811-51-5,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.42,6.255,5.832,5.06,-0.835,0.7720000000000002,0.835,0.7720000000000002,-1.6070000000000002,1.6070000000000002,1.0,3.0
pa,PA,160970-54-7,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,5.277,5.217,4.9761,4.9066,0.0600000000000005,0.06949999999999967,0.0600000000000005,0.06949999999999967,-0.009499999999999176,0.009499999999999176,3.0,0.0
pa,PA,161735-79-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.794,3.594,3.7796,4.2985,0.20000000000000018,-0.5188999999999999,0.20000000000000018,0.5188999999999999,0.7189000000000001,0.7189000000000001,2.0,3.0
pa,PA,161814-49-9,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.388,4.337,4.2174,4.2174,0.051000000000000156,0.0,0.051000000000000156,0.0,0.051000000000000156,0.051000000000000156,3.0,3.0
pa,PA,162011-90-7,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.094,4.212,4.0536,4.0141,-0.11799999999999944,0.03950000000000031,0.11799999999999944,0.03950000000000031,-0.15749999999999975,0.15749999999999975,2.0,0.0
pa,PA,162401-32-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,6.009,6.208,5.2832,5.2832,-0.19899999999999984,0.0,0.19899999999999984,0.0,-0.19899999999999984,0.19899999999999984,0.0,0.0
pa,PA,163222-33-1,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.927,4.824,4.9639,4.6797,0.10299999999999976,0.28419999999999934,0.10299999999999976,0.28419999999999934,-0.18119999999999958,0.18119999999999958,4.0,2.0
pa,PA,164656-23-9,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,3.996,3.964,3.9265,3.9966,0.03200000000000003,-0.07010000000000005,0.03200000000000003,0.07010000000000005,0.10210000000000008,0.10210000000000008,3.0,2.0
pa,PA,165800-03-3,pa_h3n2,pa_h5n1,h3n2,h5n1,H3N2,H5N1,H3N2 - H5N1,4.267,4.773,4.6543,4.6002,-0.5059999999999993,0.05410000000000004,0.5059999999999993,0.05410000000000004,-0.5600999999999994,0.5600999999999994,0.0,1.0
