dataset_label,dataset_display,id,predicted_mean_pkd,predicted_middle_pkd,predicted_max_pkd,worst_strain,worst_strain_display,worst_strain_pred_pkd,predicted_strain_range,in_experimental_data_any,pred_mean_ph1n1,pred_mean_h3n2,pred_mean_h5n1
pa,PA,95635-56-6,4.4371,4.4371,4.4371,ph1n1,pH1N1,4.4371,0.0,0,4.4371,4.4371,4.4371
pa,PA,26095-59-0,4.4357,4.4357,4.4357,ph1n1,pH1N1,4.4357,0.0,0,4.4357,4.4357,4.4357
pa,PA,859-18-7,4.4354,4.4354,4.4354,ph1n1,pH1N1,4.4354,0.0,1,4.4354,4.4354,4.4354
pa,PA,40828-46-4,4.4352,4.4352,4.4352,ph1n1,pH1N1,4.4352,0.0,0,4.4352,4.4352,4.4352
pa,PA,121-54-0,4.4349,4.4349,4.4349,ph1n1,pH1N1,4.4349,0.0,0,4.4349,4.4349,4.4349
pa,PA,25812-30-0,4.4347,4.4347,4.4347,ph1n1,pH1N1,4.4347,0.0,0,4.4347,4.4347,4.4347
pa,PA,57-09-0,4.4346,4.4346,4.4346,ph1n1,pH1N1,4.4346,0.0,0,4.4346,4.4346,4.4346
pa,PA,20559-55-1,4.4345,4.4345,4.4345,ph1n1,pH1N1,4.4345,0.0,0,4.4345,4.4345,4.4345
pa,PA,15574-49-9,4.434,4.434,4.434,ph1n1,pH1N1,4.434,0.0,0,4.434,4.434,4.434
pa,PA,5874-97-5,4.4336,4.4336,4.4336,ph1n1,pH1N1,4.4336,0.0,1,4.4336,4.4336,4.4336
pa,PA,42461-84-7,4.433,4.433,4.433,ph1n1,pH1N1,4.433,0.0,1,4.433,4.433,4.433
pa,PA,73231-34-2,4.4327,4.4327,4.4327,ph1n1,pH1N1,4.4327,0.0,0,4.4327,4.4327,4.4327
pa,PA,55-97-0,4.4326,4.4326,4.4326,ph1n1,pH1N1,4.4326,0.0,0,4.4326,4.4326,4.4326
pa,PA,57852-57-0,4.431,4.431,4.431,ph1n1,pH1N1,4.431,0.0,1,4.431,4.431,4.431
pa,PA,153559-49-0,4.4294,4.4294,4.4294,ph1n1,pH1N1,4.4294,0.0,1,4.4294,4.4294,4.4294
pa,PA,1508-75-4,4.4293,4.4293,4.4293,ph1n1,pH1N1,4.4293,0.0,1,4.4293,4.4293,4.4293
pa,PA,4961-41-5,4.4293,4.4293,4.4293,ph1n1,pH1N1,4.4293,0.0,0,4.4293,4.4293,4.4293
pa,PA,144598-75-4,4.4288,4.4288,4.4288,ph1n1,pH1N1,4.4288,0.0,0,4.4288,4.4288,4.4288
pa,PA,15318-45-3,4.4283,4.4283,4.4283,ph1n1,pH1N1,4.4283,0.0,0,4.4283,4.4283,4.4283
pa,PA,26328-04-1,4.4279,4.4279,4.4279,ph1n1,pH1N1,4.4279,0.0,0,4.4279,4.4279,4.4279
pa,PA,4394-00-7,4.4278,4.4278,4.4278,ph1n1,pH1N1,4.4278,0.0,0,4.4278,4.4278,4.4278
pa,PA,95058-81-4,4.4269,4.4269,4.4269,ph1n1,pH1N1,4.4269,0.0,0,4.4269,4.4269,4.4269
pa,PA,73573-88-3,4.4257,4.4257,4.4257,ph1n1,pH1N1,4.4257,0.0,0,4.4257,4.4257,4.4257
pa,PA,119302-91-9,4.425,4.425,4.425,ph1n1,pH1N1,4.425,0.0,0,4.425,4.425,4.425
pa,PA,117772-70-0,4.4248,4.4248,4.4248,ph1n1,pH1N1,4.4248,0.0,0,4.4248,4.4248,4.4248
pa,PA,17780-75-5,4.4247,4.4247,4.4247,ph1n1,pH1N1,4.4247,0.0,0,4.4247,4.4247,4.4247
pa,PA,15500-66-0,4.4239,4.4239,4.4239,ph1n1,pH1N1,4.4239,0.0,0,4.4239,4.4239,4.4239
pa,PA,57808-65-8,4.4233,4.4233,4.4233,ph1n1,pH1N1,4.4233,0.0,1,4.4233,4.4233,4.4233
pa,PA,22059-60-5,4.4228,4.4228,4.4228,ph1n1,pH1N1,4.4228,0.0,0,4.4228,4.4228,4.4228
pa,PA,26807-65-8,4.4224,4.4224,4.4224,ph1n1,pH1N1,4.4224,0.0,1,4.4224,4.4224,4.4224
pa,PA,87333-19-5,4.4218,4.4218,4.4218,ph1n1,pH1N1,4.4218,0.0,0,4.4218,4.4218,4.4218
pa,PA,79794-75-5,4.4215,4.4215,4.4215,ph1n1,pH1N1,4.4215,0.0,1,4.4215,4.4215,4.4215
pa,PA,2066-89-9,4.4214,4.4214,4.4214,ph1n1,pH1N1,4.4214,0.0,0,4.4214,4.4214,4.4214
pa,PA,23249-97-0,4.4214,4.4214,4.4214,ph1n1,pH1N1,4.4214,0.0,0,4.4214,4.4214,4.4214
pa,PA,50-01-1,4.4214,4.4214,4.4214,ph1n1,pH1N1,4.4214,0.0,1,4.4214,4.4214,4.4214
pa,PA,23256-50-0,4.4213,4.4213,4.4213,ph1n1,pH1N1,4.4213,0.0,0,4.4213,4.4213,4.4213
pa,PA,2022-85-7,4.4204,4.4204,4.4204,ph1n1,pH1N1,4.4204,0.0,0,4.4204,4.4204,4.4204
pa,PA,1177-87-3,4.42,4.42,4.42,ph1n1,pH1N1,4.42,0.0,0,4.42,4.42,4.42
pa,PA,1476-53-5,4.4196,4.4196,4.4196,ph1n1,pH1N1,4.4196,0.0,1,4.4196,4.4196,4.4196
pa,PA,637-07-0,4.4196,4.4196,4.4196,ph1n1,pH1N1,4.4196,0.0,0,4.4196,4.4196,4.4196
pa,PA,124937-52-6,4.4194,4.4194,4.4194,ph1n1,pH1N1,4.4194,0.0,1,4.4194,4.4194,4.4194
pa,PA,1722-62-9,4.4188,4.4188,4.4188,ph1n1,pH1N1,4.4188,0.0,0,4.4188,4.4188,4.4188
pa,PA,29342-05-0,4.4187,4.4187,4.4187,ph1n1,pH1N1,4.4187,0.0,0,4.4187,4.4187,4.4187
pa,PA,61438-64-0,4.4187,4.4187,4.4187,ph1n1,pH1N1,4.4187,0.0,0,4.4187,4.4187,4.4187
pa,PA,16595-80-5,4.418,4.418,4.418,ph1n1,pH1N1,4.418,0.0,0,4.418,4.418,4.418
pa,PA,5086-74-8,4.418,4.418,4.418,ph1n1,pH1N1,4.418,0.0,0,4.418,4.418,4.418
pa,PA,5189-11-7,4.4154,4.4154,4.4154,ph1n1,pH1N1,4.4154,0.0,0,4.4154,4.4154,4.4154
pa,PA,147-24-0,4.415,4.415,4.415,ph1n1,pH1N1,4.415,0.0,0,4.415,4.415,4.415
pa,PA,82248-59-7,4.4147,4.4147,4.4147,ph1n1,pH1N1,4.4147,0.0,1,4.4147,4.4147,4.4147
pa,PA,79307-93-0,4.4135,4.4135,4.4135,ph1n1,pH1N1,4.4135,0.0,1,4.4135,4.4135,4.4135
pa,PA,555-30-6,4.4126,4.4126,4.4126,ph1n1,pH1N1,4.4126,0.0,1,4.4126,4.4126,4.4126
pa,PA,1041434-82-5,4.4121,4.4121,4.4121,ph1n1,pH1N1,4.4121,0.0,1,4.4121,4.4121,4.4121
pa,PA,2152-44-5,4.4109,4.4109,4.4109,ph1n1,pH1N1,4.4109,0.0,0,4.4109,4.4109,4.4109
pa,PA,30516-87-1,4.4108,4.4108,4.4108,ph1n1,pH1N1,4.4108,0.0,0,4.4108,4.4108,4.4108
pa,PA,58970-76-6,4.4101,4.4101,4.4101,ph1n1,pH1N1,4.4101,0.0,0,4.4101,4.4101,4.4101
pa,PA,80433-71-2,4.4094,4.4094,4.4094,ph1n1,pH1N1,4.4094,0.0,0,4.4094,4.4094,4.4094
pa,PA,61825-94-3,4.4088,4.4088,4.4088,ph1n1,pH1N1,4.4088,0.0,1,4.4088,4.4088,4.4088
pa,PA,58-32-2,4.4078,4.4078,4.4078,ph1n1,pH1N1,4.4078,0.0,1,4.4078,4.4078,4.4078
pa,PA,79902-63-9,4.4078,4.4078,4.4078,ph1n1,pH1N1,4.4078,0.0,1,4.4078,4.4078,4.4078
pa,PA,147098-20-2,4.4075,4.4075,4.4075,ph1n1,pH1N1,4.4075,0.0,0,4.4075,4.4075,4.4075
pa,PA,136434-34-9,4.4072,4.4072,4.4072,ph1n1,pH1N1,4.4072,0.0,0,4.4072,4.4072,4.4072
pa,PA,131707-23-8,4.4058,4.4058,4.4058,ph1n1,pH1N1,4.4058,0.0,0,4.4058,4.4058,4.4058
pa,PA,536-33-4,4.4053,4.4053,4.4053,ph1n1,pH1N1,4.4053,0.0,0,4.4053,4.4053,4.4053
pa,PA,57381-26-7,4.4047,4.4047,4.4047,ph1n1,pH1N1,4.4047,0.0,0,4.4047,4.4047,4.4047
pa,PA,84057-84-1,4.4047,4.4047,4.4047,ph1n1,pH1N1,4.4047,0.0,0,4.4047,4.4047,4.4047
pa,PA,43210-67-9,4.404,4.404,4.404,ph1n1,pH1N1,4.404,0.0,0,4.404,4.404,4.404
pa,PA,135-23-9,4.403,4.403,4.403,ph1n1,pH1N1,4.403,0.0,0,4.403,4.403,4.403
pa,PA,52-21-1,4.402,4.402,4.402,ph1n1,pH1N1,4.402,0.0,1,4.402,4.402,4.402
pa,PA,54-71-7,4.4018,4.4018,4.4018,ph1n1,pH1N1,4.4018,0.0,0,4.4018,4.4018,4.4018
pa,PA,122841-12-7,4.4011,4.4011,4.4011,ph1n1,pH1N1,4.4011,0.0,0,4.4011,4.4011,4.4011
pa,PA,129618-40-2,4.4005,4.4005,4.4005,ph1n1,pH1N1,4.4005,0.0,0,4.4005,4.4005,4.4005
pa,PA,75438-57-2,4.3997,4.3997,4.3997,ph1n1,pH1N1,4.3997,0.0,0,4.3997,4.3997,4.3997
pa,PA,10402-53-6,4.3995,4.3995,4.3995,ph1n1,pH1N1,4.3995,0.0,0,4.3995,4.3995,4.3995
pa,PA,97682-44-5,4.3993,4.3993,4.3993,ph1n1,pH1N1,4.3993,0.0,0,4.3993,4.3993,4.3993
pa,PA,115436-72-1,4.3989,4.3989,4.3989,ph1n1,pH1N1,4.3989,0.0,0,4.3989,4.3989,4.3989
pa,PA,61-12-1,4.3987,4.3987,4.3987,ph1n1,pH1N1,4.3987,0.0,0,4.3987,4.3987,4.3987
pa,PA,57-67-0,4.3986,4.3986,4.3986,ph1n1,pH1N1,4.3986,0.0,0,4.3986,4.3986,4.3986
pa,PA,375815-87-5,4.3982,4.3982,4.3982,ph1n1,pH1N1,4.3982,0.0,0,4.3982,4.3982,4.3982
pa,PA,113617-63-3,4.3955,4.3955,4.3955,ph1n1,pH1N1,4.3955,0.0,0,4.3955,4.3955,4.3955
pa,PA,22839-47-0,4.3951,4.3951,4.3951,ph1n1,pH1N1,4.3951,0.0,0,4.3951,4.3951,4.3951
pa,PA,6968-72-5,4.395,4.395,4.395,ph1n1,pH1N1,4.395,0.0,0,4.395,4.395,4.395
pa,PA,356-12-7,4.3939,4.3939,4.3939,ph1n1,pH1N1,4.3939,0.0,0,4.3939,4.3939,4.3939
pa,PA,388082-77-7,4.3939,4.3939,4.3939,ph1n1,pH1N1,4.3939,0.0,0,4.3939,4.3939,4.3939
pa,PA,94-09-7,4.3929,4.3929,4.3929,ph1n1,pH1N1,4.3929,0.0,0,4.3929,4.3929,4.3929
pa,PA,78755-81-4,4.3917,4.3917,4.3917,ph1n1,pH1N1,4.3917,0.0,0,4.3917,4.3917,4.3917
pa,PA,68-19-9,4.3902,4.3902,4.3902,ph1n1,pH1N1,4.3902,0.0,1,4.3902,4.3902,4.3902
pa,PA,103628-48-4,4.3893,4.3893,4.3893,ph1n1,pH1N1,4.3893,0.0,0,4.3893,4.3893,4.3893
pa,PA,55268-74-1,4.389,4.389,4.389,ph1n1,pH1N1,4.389,0.0,1,4.389,4.389,4.389
pa,PA,132-60-5,4.3871,4.3871,4.3871,ph1n1,pH1N1,4.3871,0.0,0,4.3871,4.3871,4.3871
pa,PA,51037-30-0,4.3869,4.3869,4.3869,ph1n1,pH1N1,4.3869,0.0,0,4.3869,4.3869,4.3869
pa,PA,60-32-2,4.3857,4.3857,4.3857,ph1n1,pH1N1,4.3857,0.0,1,4.3857,4.3857,4.3857
pa,PA,107753-78-6,4.3849,4.3849,4.3849,ph1n1,pH1N1,4.3849,0.0,0,4.3849,4.3849,4.3849
pa,PA,10163-15-2,4.3833,4.3833,4.3833,ph1n1,pH1N1,4.3833,0.0,0,4.3833,4.3833,4.3833
pa,PA,486-66-8,4.3818,4.3818,4.3818,ph1n1,pH1N1,4.3818,0.0,0,4.3818,4.3818,4.3818
pa,PA,31677-93-7,4.3817,4.3817,4.3817,ph1n1,pH1N1,4.3817,0.0,0,4.3817,4.3817,4.3817
pa,PA,1744-22-5,4.3815,4.3815,4.3815,ph1n1,pH1N1,4.3815,0.0,1,4.3815,4.3815,4.3815
pa,PA,60-02-6,4.3808,4.3808,4.3808,ph1n1,pH1N1,4.3808,0.0,0,4.3808,4.3808,4.3808
pa,PA,755037-03-7,4.3788,4.3788,4.3788,ph1n1,pH1N1,4.3788,0.0,0,4.3788,4.3788,4.3788
pa,PA,3801-06-7,4.3783,4.3783,4.3783,ph1n1,pH1N1,4.3783,0.0,1,4.3783,4.3783,4.3783
pa,PA,66-22-8,4.3781,4.3781,4.3781,ph1n1,pH1N1,4.3781,0.0,0,4.3781,4.3781,4.3781
pa,PA,28721-07-5,4.3771,4.3771,4.3771,ph1n1,pH1N1,4.3771,0.0,0,4.3771,4.3771,4.3771
pa,PA,57-63-6,4.3763,4.3763,4.3763,ph1n1,pH1N1,4.3763,0.0,0,4.3763,4.3763,4.3763
pa,PA,58-96-8,4.3749,4.3749,4.3749,ph1n1,pH1N1,4.3749,0.0,1,4.3749,4.3749,4.3749
pa,PA,145108-58-3,4.3741,4.3741,4.3741,ph1n1,pH1N1,4.3741,0.0,1,4.3741,4.3741,4.3741
pa,PA,86347-15-1,4.3741,4.3741,4.3741,ph1n1,pH1N1,4.3741,0.0,0,4.3741,4.3741,4.3741
pa,PA,50-28-2,4.3739,4.3739,4.3739,ph1n1,pH1N1,4.3739,0.0,1,4.3739,4.3739,4.3739
pa,PA,745-65-3,4.3735,4.3735,4.3735,ph1n1,pH1N1,4.3735,0.0,1,4.3735,4.3735,4.3735
pa,PA,873857-62-6,4.373,4.373,4.373,ph1n1,pH1N1,4.373,0.0,1,4.373,4.373,4.373
pa,PA,882-09-7,4.369,4.369,4.369,ph1n1,pH1N1,4.369,0.0,0,4.369,4.369,4.369
pa,PA,94-20-2,4.3681,4.3681,4.3681,ph1n1,pH1N1,4.3681,0.0,0,4.3681,4.3681,4.3681
pa,PA,41372-20-7,4.3672,4.3672,4.3672,ph1n1,pH1N1,4.3672,0.0,0,4.3672,4.3672,4.3672
pa,PA,26750-81-2,4.3671,4.3671,4.3671,ph1n1,pH1N1,4.3671,0.0,0,4.3671,4.3671,4.3671
pa,PA,87-17-2,4.3664,4.3664,4.3664,ph1n1,pH1N1,4.3664,0.0,0,4.3664,4.3664,4.3664
pa,PA,1684-40-8,4.3663,4.3663,4.3663,ph1n1,pH1N1,4.3663,0.0,0,4.3663,4.3663,4.3663
pa,PA,108605-62-5,4.3657,4.3657,4.3657,ph1n1,pH1N1,4.3657,0.0,0,4.3657,4.3657,4.3657
pa,PA,5987-82-6,4.3652,4.3652,4.3652,ph1n1,pH1N1,4.3652,0.0,0,4.3652,4.3652,4.3652
pa,PA,389-08-2,4.3634,4.3634,4.3634,ph1n1,pH1N1,4.3634,0.0,1,4.3634,4.3634,4.3634
pa,PA,34580-14-8,4.3632,4.3632,4.3632,ph1n1,pH1N1,4.3632,0.0,1,4.3632,4.3632,4.3632
pa,PA,32222-06-3,4.3624,4.3624,4.3624,ph1n1,pH1N1,4.3624,0.0,0,4.3624,4.3624,4.3624
pa,PA,64872-77-1,4.3617,4.3617,4.3617,ph1n1,pH1N1,4.3617,0.0,1,4.3617,4.3617,4.3617
pa,PA,637-58-1,4.3611,4.3611,4.3611,ph1n1,pH1N1,4.3611,0.0,0,4.3611,4.3611,4.3611
pa,PA,147526-32-7,4.3602,4.3602,4.3602,ph1n1,pH1N1,4.3602,0.0,0,4.3602,4.3602,4.3602
pa,PA,81161-17-3,4.3599,4.3599,4.3599,ph1n1,pH1N1,4.3599,0.0,0,4.3599,4.3599,4.3599
pa,PA,116209-55-3,4.3594,4.3594,4.3594,ph1n1,pH1N1,4.3594,0.0,0,4.3594,4.3594,4.3594
pa,PA,63659-19-8,4.3594,4.3594,4.3594,ph1n1,pH1N1,4.3594,0.0,1,4.3594,4.3594,4.3594
pa,PA,554-57-4,4.3589,4.3589,4.3589,ph1n1,pH1N1,4.3589,0.0,0,4.3589,4.3589,4.3589
pa,PA,541-22-0,4.3579,4.3579,4.3579,ph1n1,pH1N1,4.3579,0.0,1,4.3579,4.3579,4.3579
pa,PA,231277-92-2,4.3566,4.3566,4.3566,ph1n1,pH1N1,4.3566,0.0,1,4.3566,4.3566,4.3566
pa,PA,77191-36-7,4.3554,4.3554,4.3554,ph1n1,pH1N1,4.3554,0.0,0,4.3554,4.3554,4.3554
pa,PA,538-71-6,4.3535,4.3535,4.3535,ph1n1,pH1N1,4.3535,0.0,0,4.3535,4.3535,4.3535
pa,PA,59-50-7,4.3524,4.3524,4.3524,ph1n1,pH1N1,4.3524,0.0,0,4.3524,4.3524,4.3524
pa,PA,139404-48-1,4.3505,4.3505,4.3505,ph1n1,pH1N1,4.3505,0.0,0,4.3505,4.3505,4.3505
pa,PA,24280-93-1,4.349,4.349,4.349,ph1n1,pH1N1,4.349,0.0,0,4.349,4.349,4.349
pa,PA,115-46-8,4.3486,4.3486,4.3486,ph1n1,pH1N1,4.3486,0.0,0,4.3486,4.3486,4.3486
pa,PA,456-59-7,4.3481,4.3481,4.3481,ph1n1,pH1N1,4.3481,0.0,0,4.3481,4.3481,4.3481
pa,PA,15291-75-5,4.348,4.348,4.348,ph1n1,pH1N1,4.348,0.0,0,4.348,4.348,4.348
pa,PA,62-68-0,4.348,4.348,4.348,ph1n1,pH1N1,4.348,0.0,0,4.348,4.348,4.348
pa,PA,13311-84-7,4.3476,4.3476,4.3476,ph1n1,pH1N1,4.3476,0.0,0,4.3476,4.3476,4.3476
pa,PA,89778-27-8,4.3472,4.3472,4.3472,ph1n1,pH1N1,4.3472,0.0,0,4.3472,4.3472,4.3472
pa,PA,103177-37-3,4.3465,4.3465,4.3465,ph1n1,pH1N1,4.3465,0.0,1,4.3465,4.3465,4.3465
pa,PA,94055-76-2,4.3462,4.3462,4.3462,ph1n1,pH1N1,4.3462,0.0,0,4.3462,4.3462,4.3462
pa,PA,24169-02-6,4.3456,4.3456,4.3456,ph1n1,pH1N1,4.3456,0.0,0,4.3456,4.3456,4.3456
pa,PA,286930-03-8,4.3452,4.3452,4.3452,ph1n1,pH1N1,4.3452,0.0,1,4.3452,4.3452,4.3452
pa,PA,2315-02-8,4.3448,4.3448,4.3448,ph1n1,pH1N1,4.3448,0.0,0,4.3448,4.3448,4.3448
pa,PA,481-49-2,4.3447,4.3447,4.3447,ph1n1,pH1N1,4.3447,0.0,0,4.3447,4.3447,4.3447
pa,PA,95635-55-5,4.3443,4.3443,4.3443,ph1n1,pH1N1,4.3443,0.0,1,4.3443,4.3443,4.3443
pa,PA,64228-81-5,4.3415,4.3415,4.3415,ph1n1,pH1N1,4.3415,0.0,1,4.3415,4.3415,4.3415
pa,PA,96946-42-8,4.3415,4.3415,4.3415,ph1n1,pH1N1,4.3415,0.0,0,4.3415,4.3415,4.3415
pa,PA,37693-01-9,4.3409,4.3409,4.3409,ph1n1,pH1N1,4.3409,0.0,0,4.3409,4.3409,4.3409
pa,PA,723-46-6,4.3409,4.3409,4.3409,ph1n1,pH1N1,4.3409,0.0,1,4.3409,4.3409,4.3409
pa,PA,32672-69-8,4.3399,4.3399,4.3399,ph1n1,pH1N1,4.3399,0.0,0,4.3399,4.3399,4.3399
pa,PA,71320-77-9,4.3377,4.3377,4.3377,ph1n1,pH1N1,4.3377,0.0,0,4.3377,4.3377,4.3377
pa,PA,1098-60-8,4.3359,4.3359,4.3359,ph1n1,pH1N1,4.3359,0.0,0,4.3359,4.3359,4.3359
pa,PA,6493-05-6,4.3346,4.3346,4.3346,ph1n1,pH1N1,4.3346,0.0,1,4.3346,4.3346,4.3346
pa,PA,868540-17-4,4.3345,4.3345,4.3345,ph1n1,pH1N1,4.3345,0.0,0,4.3345,4.3345,4.3345
pa,PA,518048-05-0,4.3344,4.3344,4.3344,ph1n1,pH1N1,4.3344,0.0,1,4.3344,4.3344,4.3344
pa,PA,77883-43-3,4.3341,4.3341,4.3341,ph1n1,pH1N1,4.3341,0.0,1,4.3341,4.3341,4.3341
pa,PA,61422-45-5,4.3336,4.3336,4.3336,ph1n1,pH1N1,4.3336,0.0,0,4.3336,4.3336,4.3336
pa,PA,21535-47-7,4.3326,4.3326,4.3326,ph1n1,pH1N1,4.3326,0.0,0,4.3326,4.3326,4.3326
pa,PA,78246-49-8,4.3326,4.3326,4.3326,ph1n1,pH1N1,4.3326,0.0,1,4.3326,4.3326,4.3326
pa,PA,97240-79-4,4.3325,4.3325,4.3325,ph1n1,pH1N1,4.3325,0.0,1,4.3325,4.3325,4.3325
pa,PA,364782-34-3,4.3323,4.3323,4.3323,ph1n1,pH1N1,4.3323,0.0,1,4.3323,4.3323,4.3323
pa,PA,42835-25-6,4.3323,4.3323,4.3323,ph1n1,pH1N1,4.3323,0.0,0,4.3323,4.3323,4.3323
pa,PA,126-27-2,4.3319,4.3319,4.3319,ph1n1,pH1N1,4.3319,0.0,0,4.3319,4.3319,4.3319
pa,PA,53-86-1,4.3319,4.3319,4.3319,ph1n1,pH1N1,4.3319,0.0,1,4.3319,4.3319,4.3319
pa,PA,155213-67-5,4.3312,4.3312,4.3312,ph1n1,pH1N1,4.3312,0.0,1,4.3312,4.3312,4.3312
pa,PA,7081-44-9,4.3306,4.3306,4.3306,ph1n1,pH1N1,4.3306,0.0,1,4.3306,4.3306,4.3306
pa,PA,101831-37-2,4.3282,4.3282,4.3282,ph1n1,pH1N1,4.3282,0.0,0,4.3282,4.3282,4.3282
pa,PA,135459-87-9,4.3276,4.3276,4.3276,ph1n1,pH1N1,4.3276,0.0,0,4.3276,4.3276,4.3276
pa,PA,154-42-7,4.3275,4.3275,4.3275,ph1n1,pH1N1,4.3275,0.0,0,4.3275,4.3275,4.3275
pa,PA,300-08-3,4.3226,4.3226,4.3226,ph1n1,pH1N1,4.3226,0.0,0,4.3226,4.3226,4.3226
pa,PA,552-94-3,4.3226,4.3226,4.3226,ph1n1,pH1N1,4.3226,0.0,0,4.3226,4.3226,4.3226
pa,PA,34381-68-5,4.3223,4.3223,4.3223,ph1n1,pH1N1,4.3223,0.0,1,4.3223,4.3223,4.3223
pa,PA,4940-39-0,4.3218,4.3218,4.3218,ph1n1,pH1N1,4.3218,0.0,0,4.3218,4.3218,4.3218
pa,PA,17140-60-2,4.3217,4.3217,4.3217,ph1n1,pH1N1,4.3217,0.0,0,4.3217,4.3217,4.3217
pa,PA,130-61-0,4.3207,4.3207,4.3207,ph1n1,pH1N1,4.3207,0.0,1,4.3207,4.3207,4.3207
pa,PA,918504-65-1,4.3189,4.3189,4.3189,ph1n1,pH1N1,4.3189,0.0,0,4.3189,4.3189,4.3189
pa,PA,51481-61-9,4.3177,4.3177,4.3177,ph1n1,pH1N1,4.3177,0.0,1,4.3177,4.3177,4.3177
pa,PA,652-67-5,4.3175,4.3175,4.3175,ph1n1,pH1N1,4.3175,0.0,0,4.3175,4.3175,4.3175
pa,PA,123-03-5,4.3165,4.3165,4.3165,ph1n1,pH1N1,4.3165,0.0,0,4.3165,4.3165,4.3165
pa,PA,132539-06-1,4.3163,4.3163,4.3163,ph1n1,pH1N1,4.3163,0.0,1,4.3163,4.3163,4.3163
pa,PA,61318-91-0,4.3155,4.3155,4.3155,ph1n1,pH1N1,4.3155,0.0,1,4.3155,4.3155,4.3155
pa,PA,13614-98-7,4.315,4.315,4.315,ph1n1,pH1N1,4.315,0.0,0,4.315,4.315,4.315
pa,PA,135062-02-1,4.3147,4.3147,4.3147,ph1n1,pH1N1,4.3147,0.0,0,4.3147,4.3147,4.3147
pa,PA,2508-72-7,4.3103,4.3103,4.3103,ph1n1,pH1N1,4.3103,0.0,0,4.3103,4.3103,4.3103
pa,PA,959-24-0,4.3093,4.3093,4.3093,ph1n1,pH1N1,4.3093,0.0,0,4.3093,4.3093,4.3093
pa,PA,134308-13-7,4.3091,4.3091,4.3091,ph1n1,pH1N1,4.3091,0.0,1,4.3091,4.3091,4.3091
pa,PA,364622-82-2,4.3091,4.3091,4.3091,ph1n1,pH1N1,4.3091,0.0,0,4.3091,4.3091,4.3091
pa,PA,139110-80-8,4.3085,4.3085,4.3085,ph1n1,pH1N1,4.3085,0.0,1,4.3085,4.3085,4.3085
pa,PA,80474-14-2,4.3084,4.3084,4.3084,ph1n1,pH1N1,4.3084,0.0,0,4.3084,4.3084,4.3084
pa,PA,127-69-5,4.308,4.308,4.308,ph1n1,pH1N1,4.308,0.0,0,4.308,4.308,4.308
pa,PA,89-57-6,4.3079,4.3079,4.3079,ph1n1,pH1N1,4.3079,0.0,0,4.3079,4.3079,4.3079
pa,PA,5560-59-8,4.3078,4.3078,4.3078,ph1n1,pH1N1,4.3078,0.0,0,4.3078,4.3078,4.3078
pa,PA,76095-16-4,4.3077,4.3077,4.3077,ph1n1,pH1N1,4.3077,0.0,0,4.3077,4.3077,4.3077
pa,PA,137-88-2,4.3075,4.3075,4.3075,ph1n1,pH1N1,4.3075,0.0,0,4.3075,4.3075,4.3075
pa,PA,38083-17-9,4.306,4.306,4.306,ph1n1,pH1N1,4.306,0.0,0,4.306,4.306,4.306
pa,PA,73151-29-8,4.3059,4.3059,4.3059,ph1n1,pH1N1,4.3059,0.0,0,4.3059,4.3059,4.3059
pa,PA,811803-05-1,4.3046,4.3046,4.3046,ph1n1,pH1N1,4.3046,0.0,0,4.3046,4.3046,4.3046
pa,PA,298-81-7,4.3017,4.3017,4.3017,ph1n1,pH1N1,4.3017,0.0,0,4.3017,4.3017,4.3017
pa,PA,484-20-8,4.3017,4.3017,4.3017,ph1n1,pH1N1,4.3017,0.0,0,4.3017,4.3017,4.3017
pa,PA,73963-72-1,4.3014,4.3014,4.3014,ph1n1,pH1N1,4.3014,0.0,1,4.3014,4.3014,4.3014
pa,PA,117467-28-4,4.3012,4.3012,4.3012,ph1n1,pH1N1,4.3012,0.0,0,4.3012,4.3012,4.3012
pa,PA,773-76-2,4.3012,4.3012,4.3012,ph1n1,pH1N1,4.3012,0.0,0,4.3012,4.3012,4.3012
pa,PA,156897-06-2,4.2989,4.2989,4.2989,ph1n1,pH1N1,4.2989,0.0,0,4.2989,4.2989,4.2989
pa,PA,31430-15-6,4.2983,4.2983,4.2983,ph1n1,pH1N1,4.2983,0.0,0,4.2983,4.2983,4.2983
pa,PA,50-41-9,4.2981,4.2981,4.2981,ph1n1,pH1N1,4.2981,0.0,1,4.2981,4.2981,4.2981
pa,PA,3160-91-6,4.2948,4.2948,4.2948,ph1n1,pH1N1,4.2948,0.0,0,4.2948,4.2948,4.2948
pa,PA,114-49-8,4.2932,4.2932,4.2932,ph1n1,pH1N1,4.2932,0.0,0,4.2932,4.2932,4.2932
pa,PA,84625-61-6,4.293,4.293,4.293,ph1n1,pH1N1,4.293,0.0,0,4.293,4.293,4.293
pa,PA,100299-08-9,4.2927,4.2927,4.2927,ph1n1,pH1N1,4.2927,0.0,0,4.2927,4.2927,4.2927
pa,PA,111974-72-2,4.2926,4.2926,4.2926,ph1n1,pH1N1,4.2926,0.0,1,4.2926,4.2926,4.2926
pa,PA,101477-54-7,4.2914,4.2914,4.2914,ph1n1,pH1N1,4.2914,0.0,1,4.2914,4.2914,4.2914
pa,PA,84371-65-3,4.2914,4.2914,4.2914,ph1n1,pH1N1,4.2914,0.0,1,4.2914,4.2914,4.2914
