compound_id,target_id,target_class,strain,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,label_source,round_id
72559-06-9,pa_h5n1,PA,H5N1,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c([O-])c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,3.035,0.5434,0.011,0.0041,0.0575,0.0144,0.1336,synthetic,round_0
7279-75-6,pa_h5n1,PA,H5N1,CC[C@@H]([NH2+]C(C)C)[C@@H](O)c1ccc(O)c(O)c1,4.241,0.9332,0.6003,0.7039,0.7477,0.4808,0.4274,synthetic,round_0
73590-58-6,pa_h5n1,PA,H5N1,COc1ccc2nc([S@](=O)Cc3[nH+]cc(C)c(OC)c3C)[nH]c2c1,4.517,0.7956,0.4453,0.7537,0.9881,0.7078,0.5885,synthetic,round_0
738-70-5,pa_h5n1,PA,H5N1,COc1cc(Cc2cnc(N)[nH+]c2N)cc(OC)c1OC,5.058,0.5225,0.2817,0.9785,0.9331,0.8467,0.0915,synthetic,round_0
73816-42-9,pa_h5n1,PA,H5N1,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@H]12,4.541,0.9605,0.8188,0.8876,0.5748,0.0914,0.2601,synthetic,round_0
73963-72-1,pa_h5n1,PA,H5N1,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,3.91,0.9907,0.6576,0.9616,0.8469,0.9609,0.4351,synthetic,round_0
74011-58-8,pa_h5n1,PA,H5N1,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,4.255,0.1175,0.2026,0.5579,0.1572,0.4067,0.0968,synthetic,round_0
745-65-3,pa_h5n1,PA,H5N1,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],4.703,0.9319,0.9903,0.5025,0.3562,0.1006,0.153,synthetic,round_0
74863-84-6,pa_h5n1,PA,H5N1,C[C@@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)[O-])C1,4.504,0.4252,0.7583,0.7452,0.608,0.4452,0.3656,synthetic,round_0
753498-25-8,pa_h5n1,PA,H5N1,CCc1cc2c(cc1CC)CC([NH2+]C[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,5.879,0.3826,0.9576,0.999,0.9511,0.3436,0.86,synthetic,round_0
75607-67-9,pa_h5n1,PA,H5N1,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,4.806,0.3317,0.3464,0.5815,0.8051,0.0131,0.0319,synthetic,round_0
75695-93-1,pa_h5n1,PA,H5N1,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,5.594,0.9824,0.9922,0.999,0.9984,0.9443,0.7733,synthetic,round_0
75706-12-6,pa_h5n1,PA,H5N1,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,4.338,0.9876,0.9922,0.5888,0.5423,0.8092,0.6835,synthetic,round_0
76-90-4,pa_h5n1,PA,H5N1,C[N+]1(C)CCC[C@@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.482,0.2376,0.1074,0.2671,0.1993,0.368,0.4538,synthetic,round_0
7681-93-8,pa_h5n1,PA,H5N1,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],4.711,0.6497,0.5081,0.6651,0.7327,0.4792,0.5472,synthetic,round_0
76824-35-6,pa_h5n1,PA,H5N1,[NH-]S(=O)(=O)NC(=[NH2+])CCSCc1csc(N=C(N)N)n1,4.982,0.2973,0.4293,0.0942,0.6243,0.2666,0.2872,synthetic,round_0
77-86-1,pa_h5n1,PA,H5N1,[NH3+]C(CO)(CO)CO,5.935,0.902,0.9358,0.931,0.9981,0.9963,0.9839,synthetic,round_0
77883-43-3,pa_h5n1,PA,H5N1,COc1cc2[nH+]c(N3CCN(C(=O)[C@@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,4.4,0.9384,0.8284,0.8165,0.7124,0.1092,0.1374,synthetic,round_0
78110-38-0,pa_h5n1,PA,H5N1,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],3.615,0.9513,0.9049,0.212,0.0695,0.263,0.9405,synthetic,round_0
78246-49-8,pa_h5n1,PA,H5N1,Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1,4.686,0.5642,0.556,0.4996,0.1348,0.2994,0.7965,synthetic,round_0
78415-72-2,pa_h5n1,PA,H5N1,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,4.039,0.9022,0.9354,0.949,0.9177,0.8177,0.8601,synthetic,round_0
79-57-2,pa_h5n1,PA,H5N1,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,5.291,0.8774,0.4788,0.1805,0.2063,0.4212,0.5784,synthetic,round_0
79307-93-0,pa_h5n1,PA,H5N1,C[N@@H+]1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,5.805,0.8694,0.4599,0.9568,0.9833,0.9121,0.9362,synthetic,round_0
79559-97-0,pa_h5n1,PA,H5N1,C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,5.509,0.575,0.6083,0.9589,0.9197,0.7376,0.7931,synthetic,round_0
797-63-7,pa_h5n1,PA,H5N1,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,5.544,0.7038,0.9524,0.4943,0.8554,0.5972,0.9899,synthetic,round_0
79794-75-5,pa_h5n1,PA,H5N1,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3ccc[nH+]c32)CC1,4.812,0.9794,0.9694,0.5272,0.8765,0.8475,0.6453,synthetic,round_0
79902-63-9,pa_h5n1,PA,H5N1,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,4.862,0.9072,0.7215,0.7159,0.3474,0.1187,0.3054,synthetic,round_0
80-50-2,pa_h5n1,PA,H5N1,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,4.105,0.9929,0.9977,0.8824,0.6356,0.1475,0.3522,synthetic,round_0
80-77-3,pa_h5n1,PA,H5N1,CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,4.128,0.2967,0.2473,0.977,0.8698,0.0076,0.2935,synthetic,round_0
81403-68-1,pa_h5n1,PA,H5N1,COc1cc2[nH+]c(N(C)CCCNC(=O)[C@H]3CCCO3)nc(N)c2cc1OC,4.503,0.3352,0.4894,0.1168,0.1644,0.5386,0.9576,synthetic,round_0
82034-46-6,pa_h5n1,PA,H5N1,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5.239,0.1937,0.3034,0.1921,0.4089,0.52,0.5675,synthetic,round_0
82586-52-5,pa_h5n1,PA,H5N1,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)[O-],3.437,0.9871,0.9584,0.6878,0.9291,0.197,0.557,synthetic,round_0
82586-55-8,pa_h5n1,PA,H5N1,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)[O-],4.533,0.926,0.6325,0.8171,0.9013,0.3272,0.633,synthetic,round_0
82640-04-8,pa_h5n1,PA,H5N1,O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,5.109,0.2531,0.6465,0.6746,0.4828,0.9007,0.6935,synthetic,round_0
83-12-5,pa_h5n1,PA,H5N1,O=C1C(c2ccccc2)=C([O-])c2ccccc21,3.213,0.1969,0.0727,0.4971,0.4918,0.0253,0.2658,synthetic,round_0
83-43-2,pa_h5n1,PA,H5N1,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,3.905,0.8418,0.2819,0.02,0.2688,0.7058,0.1388,synthetic,round_0
83-88-5,pa_h5n1,PA,H5N1,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,5.612,0.1678,0.6128,0.692,0.7862,0.1517,0.0843,synthetic,round_0
83915-83-7,pa_h5n1,PA,H5N1,[NH3+]CCCC[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],4.237,0.1151,0.0266,0.3121,0.6581,0.9619,0.2489,synthetic,round_0
84371-65-3,pa_h5n1,PA,H5N1,CC#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@]21C,4.201,0.8446,0.085,0.432,0.3559,0.8753,0.6469,synthetic,round_0
849217-68-1,pa_h5n1,PA,H5N1,COc1cc2[nH+]ccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,5.7,0.4182,0.6197,0.9953,0.949,0.9593,0.9382,synthetic,round_0
85371-64-8,pa_h5n1,PA,H5N1,C[C@@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,4.86,0.4514,0.7364,0.1154,0.3384,0.0511,0.3542,synthetic,round_0
85622-93-1,pa_h5n1,PA,H5N1,Cn1nnc2c(C(N)=O)ncn2c1=O,4.954,0.9147,0.6303,0.9212,0.999,0.0539,0.1162,synthetic,round_0
85650-56-2,pa_h5n1,PA,H5N1,C[N@H+]1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,4.463,0.3072,0.2825,0.7549,0.9216,0.2235,0.1703,synthetic,round_0
859-18-7,pa_h5n1,PA,H5N1,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)[N@H+](C)C1,4.635,0.9386,0.9223,0.6054,0.7034,0.5813,0.5596,synthetic,round_0
863031-21-4,pa_h5n1,PA,H5N1,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,4.183,0.7157,0.4803,0.5044,0.4082,0.6978,0.3648,synthetic,round_0
873857-62-6,pa_h5n1,PA,H5N1,CCc1c(Cl)c([O-])c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,4.357,0.9034,0.9418,0.6078,0.4551,0.649,0.7638,synthetic,round_0
877399-52-5,pa_h5n1,PA,H5N1,C[C@@H](Oc1cc(-c2cnn(C3CC[NH2+]CC3)c2)c[nH+]c1N)c1c(Cl)ccc(F)c1Cl,3.784,0.4808,0.3199,0.6877,0.9332,0.5601,0.2566,synthetic,round_0
879085-55-9,pa_h5n1,PA,H5N1,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,3.968,0.3649,0.9049,0.3925,0.4087,0.3344,0.1723,synthetic,round_0
880149-29-1,pa_h5n1,PA,H5N1,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],5.139,0.758,0.6514,0.9427,0.9534,0.4759,0.9047,synthetic,round_0
88150-42-9,pa_h5n1,PA,H5N1,CCOC(=O)C1=C(COCC[NH3+])NC(C)=C(C(=O)OC)[C@H]1c1ccccc1Cl,7.323,0.8955,0.8759,0.9796,0.999,0.9948,0.8257,synthetic,round_0
88889-14-9,pa_h5n1,PA,H5N1,CCC(=O)O[C@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,3.866,0.2472,0.8228,0.1143,0.3563,0.4968,0.0432,synthetic,round_0
89-25-8,pa_h5n1,PA,H5N1,Cc1cc(O)n(-c2ccccc2)n1,4.113,0.1329,0.9044,0.0135,0.2955,0.8242,0.5574,synthetic,round_0
90357-06-5,pa_h5n1,PA,H5N1,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,5.306,0.5011,0.3026,0.851,0.8578,0.8916,0.4485,synthetic,round_0
91374-20-8,pa_h5n1,PA,H5N1,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,4.375,0.8993,0.8586,0.086,0.0901,0.8508,0.0899,synthetic,round_0
91832-40-5,pa_h5n1,PA,H5N1,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,5.022,0.7268,0.7034,0.1159,0.1151,0.0183,0.3534,synthetic,round_0
936563-96-1,pa_h5n1,PA,H5N1,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,5.343,0.4035,0.9234,0.988,0.8671,0.3694,0.0663,synthetic,round_0
93793-83-0,pa_h5n1,PA,H5N1,CC(=O)OCC(=O)NCCCOc1cccc(C[NH+]2CCCCC2)c1,3.749,0.4799,0.2038,0.64,0.8257,0.7718,0.264,synthetic,round_0
93957-55-2,pa_h5n1,PA,H5N1,CC(C)n1c(C=C[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,3.717,0.7164,0.1496,0.0729,0.1785,0.3345,0.4088,synthetic,round_0
941678-49-5,pa_h5n1,PA,H5N1,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,5.341,0.4971,0.5282,0.5792,0.7293,0.0478,0.3639,synthetic,round_0
95-25-0,pa_h5n1,PA,H5N1,O=c1[nH]c2cc(Cl)ccc2o1,4.085,0.0351,0.376,0.1624,0.5404,0.4831,0.5562,synthetic,round_0
95635-55-5,pa_h5n1,PA,H5N1,COc1ccccc1OC[C@@H](O)C[NH+]1CCN(CC(=O)Nc2c(C)cccc2C)CC1,4.373,0.9856,0.9579,0.5955,0.6919,0.9287,0.3584,synthetic,round_0
96829-58-2,pa_h5n1,PA,H5N1,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,3.611,0.9944,0.909,0.5903,0.2277,0.2064,0.6608,synthetic,round_0
97-77-8,pa_h5n1,PA,H5N1,CCN(CC)C(=S)SSC(=S)N(CC)CC,4.424,0.8649,0.9927,0.5697,0.2241,0.4063,0.0429,synthetic,round_0
97240-79-4,pa_h5n1,PA,H5N1,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,4.622,0.9711,0.999,0.7632,0.6938,0.7754,0.1474,synthetic,round_0
99300-78-4,pa_h5n1,PA,H5N1,COc1ccc([C@H](C[NH+](C)C)C2(O)CCCCC2)cc1,4.167,0.0731,0.404,0.9955,0.6593,0.8808,0.986,synthetic,round_0
99592-39-9,pa_h5n1,PA,H5N1,Clc1ccc([C@H](Cn2cc[nH+]c2)OCc2csc3c(Cl)cccc23)c(Cl)c1,4.559,0.9982,0.7862,0.4581,0.6094,0.0732,0.2468,synthetic,round_0
