compound_id,target_id,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,branch_sequence_pr,branch_pose_pr,branch_structure_pr,consensus_123_pr,disagreement_sd_pr,disagreement_range_pr,disagreement_branch_sd_pr,structure_minus_pose_pr,sequence_minus_structure_pr,exact_mol_wt,logp,tpsa,hbd,hba,formal_charge,rotatable_bonds,ring_count,aromatic_ring_count,heavy_atom_count,fraction_csp3,structural_alert_count,qed
16676-29-2,furin,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CC[N@@H+]3CC2CC2)[C@H]1O5,4.083,0.2839,0.6306,0.1188,0.2527,0.6833,0.2168,0.45005,0.45725,0.18575,0.3203,0.2339324240031723,0.5645,0.1547140265134354,-0.2715000000000001,0.2643,342.16998466808997,0.1082999999999998,71.2,3,4,1,2,6,1,25,0.65,0,0.7134055349712859
5633-20-5,furin,CC[NH+](CC)CC#CCOC(=O)[C@@](O)(c1ccccc1)C1CCCCC1,4.456,0.6794,0.3106,0.7321,0.1579,0.9642,0.0846,0.5244,0.495,0.445,0.4748999999999999,0.3538794804261285,0.8795999999999999,0.0401429113709174,-0.0499999999999999,0.0793999999999999,358.23767030409,1.9258000000000008,50.97,2,3,1,7,2,1,26,0.5909090909090909,2,0.5784074556823805
51-21-8,furin,O=c1[n-]cc(F)c(=O)[nH]1,4.563,0.834,0.7853,0.5241,0.4709,0.5783,0.1203,0.3493,0.80965,0.4975,0.57685,0.2562674208712453,0.7137,0.2349904200174977,-0.31215,-0.1482,129.01057910391,-1.1686,64.03,1,2,-1,0,1,1,9,0.0,0,0.4797284440768692
147526-32-7,furin,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,3.909,0.6375,0.2402,0.1489,0.4556,0.3034,0.8857,0.59455,0.4388499999999999,0.30225,0.3965,0.27606290164864,0.7368,0.146253968607123,-0.1365999999999999,0.2923,420.16166001591006,3.1834000000000016,93.48,2,5,-1,8,4,3,31,0.28,0,0.5838521269593075
7279-75-6,furin,CC[C@@H]([NH2+]C(C)C)[C@@H](O)c1ccc(O)c(O)c1,4.078,0.8717,0.4188,0.8924,0.7826,0.3423,0.2153,0.2788,0.64525,0.8374999999999999,0.6802999999999999,0.2962811598240203,0.6771,0.2838401413354589,0.1922499999999999,-0.5587,240.15941998409,0.8815999999999995,77.30000000000001,4,3,1,5,1,1,17,0.5384615384615384,1,0.5770398019235979
96036-03-2,furin,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3C[NH2+][C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,5.099,0.4223,0.2775,0.1061,0.4674,0.5824,0.5421,0.56225,0.3499,0.28675,0.3537166666666667,0.1788210688556207,0.4763,0.1443264211200892,-0.0631499999999999,0.2755,383.15149190000005,-2.6688999999999936,117.59,2,6,0,5,3,0,26,0.7058823529411765,1,0.5002416120032133
220620-09-7,furin,CN(C)c1cc(NC(=O)C[NH2+]C(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C([O-])=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,4.299,0.3032,0.0665,0.086,0.0132,0.6345,0.8789,0.7566999999999999,0.18485,0.0496,0.2125333333333333,0.3532872226201602,0.8657,0.375343264004209,-0.13525,0.7071,585.2798632079999,-1.7106999999999926,213.16999999999996,6,10,0,6,4,1,42,0.5172413793103449,2,0.1642298537967025
167221-71-8,furin,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@H]1c1cccc(Cl)c1Cl,3.778,0.6894,0.2172,0.1959,0.5303,0.0816,0.2861,0.18385,0.4533,0.3631,0.3632916666666667,0.2295886880198296,0.6078,0.1371555716452428,-0.0902,-0.1792499999999999,455.090242816,4.245200000000003,90.93,1,7,0,7,2,1,30,0.3809523809523809,2,0.4847733126082574
100299-08-9,furin,Cc1cccn2c(=O)c(-c3nnn[n-]3)cnc12,4.464,0.9778,0.9757,0.9415,0.9588,0.4279,0.3292,0.37855,0.97675,0.95015,0.86375,0.3039323175752567,0.6486000000000001,0.3379539810881554,-0.0265999999999999,-0.5716000000000001,227.06868242391,-0.1878800000000005,87.14,0,5,-1,1,3,3,17,0.1,0,0.5723537588411478
70288-86-7,furin,CC[C@@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,4.354,0.9906,0.5518,0.6433,0.9459,0.405,0.623,0.514,0.7712,0.7946,0.7400333333333332,0.229248892400087,0.5856,0.1556897341937911,0.0233999999999999,-0.2805999999999999,874.5078570480001,5.601400000000008,170.06,3,14,0,8,7,0,62,0.8125,2,0.2035245857212583
23651-95-8,furin,[NH3+][C@H](C(=O)[O-])[C@H](O)c1ccc(O)c(O)c1,4.224,0.9374,0.1256,0.9545,0.7922,0.7289,0.2894,0.50915,0.5315,0.8733500000000001,0.6987,0.3481174456990054,0.8289,0.2041252005510344,0.3418500000000001,-0.3642000000000001,213.063722452,-2.508399999999999,128.46,4,5,0,3,1,1,15,0.2222222222222222,1,0.4121284619755638
81131-70-6,furin,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,3.787,0.5262,0.0455,0.6189,0.2528,0.1742,0.3514,0.2628,0.28585,0.43585,0.3570083333333333,0.2161338350806431,0.5734,0.0939659557144678,0.15,-0.17305,423.2388270399099,1.1056999999999997,127.12,3,7,-1,10,2,0,30,0.7391304347826086,1,0.4491618061716244
141-90-2,furin,O=c1cc[nH]c(=S)[nH]1,3.899,0.0655,0.1623,0.3236,0.0292,0.8058,0.1626,0.4841999999999999,0.1139,0.1764,0.2068666666666666,0.2870725947677114,0.7766,0.1982293200647505,0.0625,0.3077999999999999,128.004433748,0.43249,48.65,2,2,0,0,1,1,8,0.0,1,0.4977020817340039
405165-61-9,furin,[NH3+][C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,5.364,0.6108,0.626,0.9403,0.8283,0.1007,0.0394,0.07005,0.6184000000000001,0.8843000000000001,0.6599583333333333,0.3735939225951086,0.9009,0.415209504346902,0.2659,-0.8142500000000001,394.13282388409,2.4278999999999993,90.18,2,3,1,3,4,2,27,0.4736842105263157,0,0.836095861138838
19387-91-8,furin,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,3.542,0.1331,0.0251,0.0189,0.0304,0.8478,0.4688,0.6583,0.0791,0.02465,0.1484083333333333,0.3379403699865801,0.8289,0.3511765379881368,-0.05445,0.63365,247.062676896,0.5344200000000001,95.1,0,5,0,5,1,1,16,0.625,2,0.5584635043283493
26159-34-2,furin,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1,4.925,0.2884,0.6718,0.1733,0.1214,0.4964,0.2297,0.36305,0.4800999999999999,0.14735,0.2942166666666666,0.2118374534086611,0.5504,0.1687946261980319,-0.33275,0.2156999999999999,229.08701785591,1.7018,49.36,0,3,-1,3,2,2,17,0.2142857142857142,0,0.8044886100489643
19171-19-8,furin,Nc1cccc2c1C(=O)N([C@H]1CCC(=O)NC1=O)C2=O,5.259,0.6676,0.3694,0.2002,0.2434,0.632,0.8471,0.7395499999999999,0.5185,0.2218,0.4069916666666666,0.2601927932642767,0.6469,0.259794487688506,-0.2966999999999999,0.5177499999999999,273.074955832,-0.3299999999999998,109.57,2,5,0,1,3,1,20,0.2307692307692307,2,0.5375391722332333
34552-83-5,furin,CN(C)C(=O)C(CC[N@H+]1CC[C@](O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.935,0.7429,0.7698,0.18,0.4983,0.8107,0.8802,0.84545,0.7563500000000001,0.33915,0.5626000000000001,0.2629286094487754,0.7001999999999999,0.2702882227055654,-0.4172,0.5063,477.23033242809,3.670900000000004,44.98,2,2,1,7,4,3,34,0.3448275862068966,0,0.5450497541894281
103177-37-3,furin,O=C(Nc1cccc2c(=O)cc(-c3nnn[n-]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,5.179,0.9742,0.9883,0.9319,0.9963,0.2654,0.6699,0.46765,0.98125,0.9641,0.887075,0.2913226161262916,0.7308999999999999,0.2917023840035136,-0.01715,-0.4964499999999999,480.16772776391,4.256200000000003,121.31,1,7,-1,9,5,5,36,0.1481481481481481,1,0.3107682317719643
60-56-0,furin,Cn1cc[nH]c1=S,6.898,0.992,0.9301,0.9645,0.997,0.9949,0.9756,0.98525,0.96105,0.98075,0.9749333333333332,0.0256625342993763,0.0668999999999999,0.012871026895059,0.0197,0.0044999999999999,114.025169192,1.08269,20.72,1,1,0,0,1,1,7,0.25,1,0.5004564356679512
52-01-7,furin,CC(=O)S[C@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,5.852,0.5395,0.5931,0.7647,0.8152,0.6906,0.7089,0.69975,0.5663,0.78995,0.7003666666666667,0.1034619672472289,0.2757,0.1125198241792677,0.22365,-0.0902,416.2021305039999,4.852300000000005,60.44,0,5,0,1,5,0,29,0.7916666666666666,1,0.5718459844204299
67-48-1,furin,C[N+](C)(C)CCO,4.59,0.7575,0.743,0.5863,0.6706,0.8128,0.381,0.5969,0.75025,0.62845,0.6637916666666667,0.1569173243038086,0.4317999999999999,0.080980311393161,-0.1218,-0.0315499999999999,104.10699048809,-0.3150999999999999,20.23,1,1,1,2,0,0,7,1.0,1,0.4761839314892425
55-06-1,furin,[NH3+][C@@H](Cc1cc(I)c(Oc2ccc([O-])c(I)c2)c(I)c1)C(=O)[O-],3.755,0.9009,0.9488,0.3217,0.9199,0.2799,0.5855,0.4327,0.92485,0.6208,0.6907999999999999,0.3077198709865841,0.6689,0.2483410407081358,-0.3040499999999999,-0.1881,649.7827754119099,1.2692,100.06,1,4,-1,5,2,2,23,0.1333333333333333,1,0.4936869834533862
23964-57-0,furin,CCC[NH2+][C@H](C)C(=O)Nc1c(C)csc1C(=O)OC,4.795,0.999,0.8285,0.963,0.7518,0.4763,0.6517,0.564,0.91375,0.8573999999999999,0.8272833333333334,0.1966094546726242,0.5226999999999999,0.1877870891018159,-0.0563500000000001,-0.2934,285.12673995209,1.14352,72.01,2,4,1,6,1,1,19,0.5384615384615384,1,0.7700234013623286
19767-45-4,furin,O=S(=O)([O-])CCS,3.52,0.2369,0.0175,0.2909,0.2499,0.2291,0.3905,0.3098,0.1272,0.2704,0.2292333333333333,0.1223665804049455,0.373,0.0960914148090244,0.1431999999999999,0.0394,140.96855959991,-0.5385999999999997,57.2,1,4,-1,2,0,0,7,1.0,2,0.4148740150028595
7681-93-8,furin,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],4.923,0.6143,0.9669,0.1627,0.691,0.0577,0.1658,0.11175,0.7906,0.4268499999999999,0.4955833333333332,0.3658368197252248,0.9092,0.3397154188925391,-0.36375,-0.3150999999999999,664.2974641119099,-1.2149999999999952,233.81999999999996,6,14,-1,3,4,0,47,0.6363636363636364,2,0.1534721998247157
51333-22-3,furin,CCC[C@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4.966,0.6544,0.4123,0.4074,0.3801,0.7375,0.8038,0.7706500000000001,0.53335,0.39375,0.5031,0.1882084314441482,0.4236999999999999,0.1905487951505685,-0.1396,0.3769,430.2355388079999,2.7168000000000014,93.06,2,6,0,4,5,0,31,0.76,0,0.7124527920741569
78110-38-0,furin,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],5.289,0.0944,0.7637,0.811,0.3747,0.8651,0.7064,0.78575,0.42905,0.59285,0.5704000000000001,0.3030742796741419,0.7706999999999999,0.17854772471247,0.1637999999999999,0.1928999999999999,433.03730159982007,-2.8497999999999974,207.24,2,12,-2,7,2,1,28,0.4615384615384615,4,0.1945331524296553
1156-19-0,furin,Cc1ccc(S(=O)(=O)[N-]C(=O)NN2CCCCCC2)cc1,4.357,0.3675,0.4949,0.1309,0.1739,0.2367,0.7334,0.48505,0.4312,0.1523999999999999,0.300775,0.2279994948824814,0.6025,0.1785521795815815,-0.2788,0.33265,310.12308607990997,2.558020000000001,80.58,1,4,-1,3,2,1,21,0.5,0,0.9300469389911952
83-43-2,furin,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,5.122,0.242,0.1508,0.41,0.4924,0.127,0.5034,0.3152,0.1964,0.4512,0.3435999999999999,0.1693598142023858,0.3763999999999999,0.1274967189120305,0.2548,-0.136,374.20932406,1.8036,94.83,3,5,0,2,4,0,27,0.7272727272727273,0,0.685142538776804
55-98-1,furin,CS(=O)(=O)OCCCCOS(C)(=O)=O,4.69,0.045,0.3868,0.2734,0.6387,0.3209,0.3535,0.3372,0.2158999999999999,0.45605,0.3561916666666667,0.1914894609806677,0.5937,0.1200770828815113,0.24015,-0.11885,246.023180168,-0.2809999999999997,86.74000000000001,0,6,0,7,0,0,14,1.0,2,0.453312740145793
127-69-5,furin,Cc1noc([N-]S(=O)(=O)c2ccc(N)cc2)c1C,4.625,0.344,0.1117,0.4007,0.3125,0.2207,0.4323,0.3265,0.22785,0.3566,0.3086666666666667,0.1195001882843705,0.3206,0.0673478470331457,0.12875,-0.0301,266.06048582391,2.26774,100.29,1,5,-1,3,2,2,18,0.1818181818181818,1,0.8586254128001697
88889-14-9,furin,CCC(=O)O[C@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,4.281,0.8453,0.7972,0.7201,0.9825,0.3506,0.6753,0.51295,0.82125,0.8513,0.7848916666666667,0.2138163417515134,0.6319,0.1872754722327512,0.0300499999999999,-0.3383499999999999,562.2939129899099,4.786600000000004,113.04,0,7,-1,14,3,1,39,0.7,4,0.1387021303980434
138402-11-6,furin,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,4.218,0.1561,0.1754,0.8798,0.913,0.5372,0.5053,0.52125,0.16575,0.8964000000000001,0.5903250000000001,0.3271771080011559,0.7569,0.3653690360443808,0.73065,-0.3751500000000001,427.2251830639101,4.406500000000003,85.44,0,5,-1,7,5,3,32,0.4,0,0.5575984027515636
159351-69-6,furin,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,4.699,0.9747,0.6491,0.7466,0.9234,0.0307,0.5481,0.2894,0.8119000000000001,0.835,0.7363666666666666,0.3415555572182462,0.944,0.3085501633986495,0.0230999999999999,-0.5456,957.581356336,6.197200000000008,204.6599999999999,3,14,0,9,4,0,68,0.7547169811320755,3,0.1339238691413767
57-83-0,furin,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,4.985,0.6001,0.6025,0.9425,0.6965,0.9411,0.789,0.8650500000000001,0.6013,0.8195,0.7543583333333332,0.1557742950553781,0.3424,0.1409787838648072,0.2182,0.04555,314.2245802,4.723500000000005,34.14,0,2,0,1,4,0,23,0.8095238095238095,0,0.7013194281770768
55079-83-9,furin,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)[O-])c(C)c1C,4.406,0.7471,0.5239,0.4667,0.4317,0.926,0.4756,0.7008000000000001,0.6355,0.4492,0.5532333333333334,0.1975523188086302,0.4943000000000001,0.1305592713419209,-0.1862999999999999,0.2516000000000001,325.18091823991006,3.832360000000003,49.36,0,3,-1,6,1,1,24,0.2857142857142857,2,0.5897491967203508
5451-09-2,furin,[NH3+]CC(=O)CCC(=O)[O-],4.153,0.7178,0.4809,0.9376,0.8762,0.148,0.1169,0.13245,0.59935,0.9069,0.6753083333333333,0.3573979108314242,0.8207,0.3899477347457392,0.30755,-0.7744500000000001,131.058243148,-2.672499999999999,84.84,1,3,0,4,0,0,9,0.6,0,0.4511127524795085
645-05-6,furin,CN(C)c1nc(N(C)C)[nH+]c(N(C)C)n1,3.918,0.9905,0.9657,0.9707,0.9768,0.0095,0.0102,0.00985,0.9781,0.97375,0.81455,0.4989481937035147,0.981,0.5577679019986719,-0.0043499999999999,-0.9639,211.16657102809,-0.5112999999999992,49.64000000000001,0,5,1,3,1,1,15,0.6666666666666666,0,0.6736853594290231
91832-40-5,furin,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,4.881,0.649,0.6429,0.019,0.1978,0.7955,0.5586,0.6770499999999999,0.64595,0.1084,0.3823583333333333,0.3009731394438159,0.7765,0.3197108159467448,-0.53755,0.5686499999999999,394.0285340639101,-1.5064999999999988,161.04000000000002,3,10,-1,5,3,1,26,0.2142857142857142,4,0.2350719555253545
2668-66-8,furin,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,4.395,0.7679,0.8515,0.9056,0.7809,0.8624,0.9117,0.88705,0.8097000000000001,0.84325,0.8393666666666668,0.0608322502186682,0.1437999999999999,0.0387880243546037,0.0335499999999999,0.0437999999999999,344.23514488399996,3.9403000000000032,54.370000000000005,1,3,0,1,4,0,25,0.8181818181818182,0,0.7837023582235211
153559-49-0,furin,C=C(c1ccc(C(=O)[O-])cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,6.293,0.7148,0.7022,0.9547,0.8365,0.3566,0.9584,0.6575,0.7085,0.8956,0.7935499999999999,0.2240592034857454,0.6018000000000001,0.1253654790336372,0.1870999999999999,-0.2380999999999999,347.20165368391,4.769020000000005,40.129999999999995,0,2,-1,3,3,2,26,0.375,0,0.802266996072772
603-50-9,furin,CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,4.175,0.9756,0.9511,0.9897,0.9084,0.193,0.3085,0.25075,0.96335,0.94905,0.8374333333333333,0.367158237004156,0.7967,0.4073545016321778,-0.0142999999999999,-0.6982999999999999,361.13140808800006,4.112400000000003,65.49000000000001,0,5,0,5,3,3,27,0.1363636363636363,2,0.5053017377899989
69388-84-7,furin,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,4.038,0.0149,0.0274,0.1172,0.2805,0.6194,0.9037,0.76155,0.02115,0.19885,0.2334,0.3609502204829173,0.8887999999999999,0.3865231213437733,0.1777,0.5627,232.02851699991,-2.129699999999998,94.57999999999998,0,5,-1,1,2,0,15,0.75,1,0.4812035402653332
159811-51-5,furin,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,4.755,0.4866,0.5772,0.3969,0.5029,0.5426,0.6924,0.6174999999999999,0.5319,0.4498999999999999,0.5051666666666667,0.0990315909192617,0.2955,0.0838064436663434,-0.082,0.1675999999999999,433.26169398,4.972200000000005,57.61,1,4,0,3,5,1,32,0.5714285714285714,0,0.7310140206327828
638-94-8,furin,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,4.575,0.8712,0.6271,0.5467,0.1288,0.1163,0.7609,0.4386,0.74915,0.33775,0.4916916666666666,0.3189906519006474,0.7549,0.2144224743351311,-0.4114,0.10085,416.2198887439999,2.326700000000001,93.06,2,6,0,2,5,0,30,0.75,0,0.7177493123306525
211915-06-9,furin,CCCCCCOC(=O)N/N=C/c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,3.858,0.8705,0.7116,0.0395,0.11,0.3823,0.6702,0.52625,0.79105,0.07475,0.3887666666666667,0.3409567680317648,0.8310000000000001,0.3621825000373891,-0.7163,0.4515,627.316917412,5.8208000000000055,140.04000000000002,2,9,0,16,4,4,46,0.3529411764705882,4,0.0685545268961589
1177-87-3,furin,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,4.253,0.7317,0.9399,0.1169,0.3135,0.3453,0.8079,0.5766,0.8358,0.2152,0.4823,0.3276048697236759,0.823,0.3116993637037671,-0.6206,0.3614,434.210466932,2.466500000000001,100.90000000000002,2,6,0,3,4,0,31,0.7083333333333334,1,0.6621165611785135
1115-70-4,furin,CN(C)C(=[NH2+])N=C(N)N,5.568,0.7625,0.9893,0.8516,0.9561,0.5966,0.2273,0.41195,0.8758999999999999,0.90385,0.81255,0.2845000644405316,0.762,0.2762837958211326,0.0279500000000001,-0.4919,130.10872180408998,-3.0634999999999986,93.23,3,0,1,0,0,0,9,0.5,2,0.2398790210468143
144689-63-4,furin,CCCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,3.688,0.8992,0.9681,0.0371,0.0217,0.1032,0.6192,0.3611999999999999,0.93365,0.0294,0.3861166666666666,0.441042489638659,0.9464,0.4574309246578474,-0.90425,0.3318,571.23105629191,4.189220000000003,160.47,1,10,-1,11,5,5,42,0.3333333333333333,1,0.226370533291164
882-09-7,furin,CC(C)(Oc1ccc(Cl)cc1)C(=O)[O-],4.011,0.0756,0.031,0.1789,0.276,0.1054,0.0784,0.0919,0.0533,0.22745,0.1468083333333333,0.0889208730651395,0.245,0.0914621825309965,0.17415,-0.13555,213.03239543991,1.2472999999999996,49.36,0,3,-1,3,1,1,14,0.3,0,0.759418501076922
139481-59-7,furin,CCOc1[nH+]c2cccc(C(=O)[O-])c2n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,5.86,0.9076,0.9415,0.5758,0.9411,0.42,0.9219,0.67095,0.92455,0.7584500000000001,0.7992333333333334,0.2278687056179501,0.5215000000000001,0.1288140908441308,-0.1660999999999999,-0.0875,439.15241204791016,1.7420999999999995,121.20000000000002,0,6,-1,7,5,5,33,0.125,0,0.3785918282968155
723-46-6,furin,Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,4.09,0.4981,0.2497,0.564,0.3684,0.4687,0.4645,0.4666,0.3739,0.4661999999999999,0.4355,0.1108136032563992,0.3142999999999999,0.0534052743961992,0.0922999999999999,0.0004,252.04483575991,1.95932,100.29,1,5,-1,3,2,2,17,0.1,1,0.8412922689957015
57-66-9,furin,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)[O-])cc1,3.864,0.0625,0.3054,0.9158,0.8652,0.3083,0.7937,0.5509999999999999,0.18395,0.8905,0.5984,0.3600146853486211,0.8533,0.3533645084517308,0.70655,-0.3395,284.09620263591,0.8607999999999998,77.51,0,4,-1,7,1,1,19,0.4615384615384615,0,0.7437635043017546
1069-66-5,furin,CCCC(CCC)C(=O)[O-],4.299,0.9317,0.9242,0.1753,0.4677,0.2171,0.6881,0.4526,0.92795,0.3215,0.5455000000000001,0.3349572495110383,0.7564,0.3190941436316248,-0.60645,0.1311,143.10775329991,0.9527,40.129999999999995,0,2,-1,5,0,0,10,0.875,0,0.574585486305641
15307-79-6,furin,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl,4.37,0.025,0.015,0.4254,0.1934,0.472,0.7389,0.60545,0.02,0.3094,0.262275,0.284726622686862,0.7239,0.2927312945917012,0.2894,0.29605,294.00940749990997,3.0294,52.16,1,3,-1,4,2,2,19,0.0714285714285714,0,0.9429164250092252
60-32-2,furin,[NH3+]CCCCCC(=O)[O-],4.841,0.1418,0.0454,0.7231,0.8947,0.3652,0.1573,0.26125,0.0936,0.8089,0.4791916666666667,0.3466319051481941,0.8493,0.3740947150566729,0.7152999999999999,-0.54765,131.094628656,-1.4613999999999996,67.77,1,2,0,5,0,0,9,0.8333333333333334,1,0.4631442052192749
13647-35-3,furin,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(=O)[C@@H](C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,4.051,0.6221,0.8534,0.1777,0.21,0.5227,0.3303,0.4265,0.73775,0.19385,0.4139250000000001,0.2621705170304243,0.6757000000000001,0.2728949110921638,-0.5439,0.23265,329.199093724,2.8400800000000017,73.62,1,4,0,0,5,0,24,0.9,1,0.6935956697601692
29094-61-9,furin,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,4.644,0.2029,0.3287,0.9792,0.925,0.7305,0.3633,0.5469,0.2658,0.9521,0.6558,0.3325479975381999,0.7763,0.3450149610282622,0.6862999999999999,-0.4051999999999999,445.1783753440001,2.0781199999999993,130.14999999999998,3,6,0,7,3,2,31,0.4285714285714285,0,0.5981616815314104
98319-26-7,furin,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,4.226,0.9962,0.9812,0.5576,0.7241,0.5511,0.9323,0.7417,0.9887,0.6408499999999999,0.7736083333333332,0.2072437735293069,0.4450999999999999,0.178968966117965,-0.34785,0.1008500000000001,372.277678392,3.8145000000000024,58.2,2,2,0,1,4,0,27,0.8260869565217391,0,0.7351466700288802
23593-75-1,furin,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1cc[nH+]c1,5.139,0.6571,0.3526,0.9782,0.4988,0.7641,0.8164,0.79025,0.50485,0.7384999999999999,0.6692416666666667,0.2258859505738829,0.6255999999999999,0.1520545653156567,0.2336499999999999,0.05175,345.11530267609004,4.795800000000004,19.07,0,0,1,4,4,4,25,0.0454545454545454,1,0.473363812052741
1508-76-5,furin,O[C@@](CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,4.5,0.9139,0.771,0.1932,0.1342,0.7493,0.4163,0.5828,0.84245,0.1637,0.4598,0.32758862464988,0.7797000000000001,0.342482236765646,-0.67875,0.4191,288.23219100009,2.5233000000000008,24.67,2,1,1,5,3,1,21,0.6842105263157895,0,0.8548548283419678
6080-58-6,furin,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],3.473,0.2673,0.9009,0.532,0.2273,0.6111,0.7098,0.66045,0.5841000000000001,0.37965,0.4946,0.2593587785288942,0.6736,0.1451882484913982,-0.20445,0.2807999999999999,189.00517323973003,-5.252599999999999,140.62,1,7,-3,5,0,0,13,0.5,0,0.4549040185598899
