compound_id,target_id,target_class,target_family,strain,isomeric_smiles,label_pkd,glidesp_pr,pignet2_pr,ligunity_pr,boltz2_pr,balm_pr,mammal_pr,label_source,round_id
68291-97-4,pa_h3n2,PA,pa,H3N2,NS(=O)(=O)Cc1noc2ccccc12,3.806,0.9625,0.9861,0.7257,0.4683,0.1136,0.0853,synthetic,round_0
68373-14-8,pa_h3n2,PA,pa,H3N2,CC1(C)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O,3.478,0.1586,0.1154,0.1334,0.0666,0.2832,0.1472,synthetic,round_0
697761-98-1,pa_h3n2,PA,pa,H3N2,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)[O-])cn2[C@H](CO)C(C)C,4.482,0.3763,0.2338,0.6475,0.4082,0.1869,0.9221,synthetic,round_0
70024-40-7,pa_h3n2,PA,pa,H3N2,COc1cc2[nH+]c(N3CCN(C(=O)[C@H]4CCCO4)CC3)nc(N)c2cc1OC,3.624,0.4471,0.1818,0.2682,0.8281,0.8903,0.9229,synthetic,round_0
70458-96-7,pa_h3n2,PA,pa,H3N2,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CC[NH2+]CC3)cc21,4.304,0.7635,0.4576,0.3181,0.269,0.6458,0.2683,synthetic,round_0
70476-82-3,pa_h3n2,PA,pa,H3N2,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCC[NH2+]CCO)ccc(NCC[NH2+]CCO)c21,5.423,0.3355,0.5547,0.3517,0.6531,0.5156,0.8855,synthetic,round_0
7081-44-9,pa_h3n2,PA,pa,H3N2,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],4.34,0.7658,0.1924,0.4407,0.7609,0.8508,0.7108,synthetic,round_0
7081-53-0,pa_h3n2,PA,pa,H3N2,CCN1C[C@@H](CC[NH+]2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,3.699,0.0561,0.4868,0.8845,0.7999,0.0924,0.2411,synthetic,round_0
71-58-9,pa_h3n2,PA,pa,H3N2,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,5.225,0.2911,0.947,0.5173,0.5463,0.4176,0.9162,synthetic,round_0
71675-85-9,pa_h3n2,PA,pa,H3N2,CC[N@@H+]1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,4.642,0.8834,0.3097,0.6773,0.9206,0.857,0.3305,synthetic,round_0
72-14-0,pa_h3n2,PA,pa,H3N2,Nc1ccc(S(=O)(=O)/N=c2\[nH]ccs2)cc1,5.295,0.8551,0.7849,0.5938,0.7326,0.6966,0.851,synthetic,round_0
72-33-3,pa_h3n2,PA,pa,H3N2,C#C[C@]1(O)CC[C@@H]2[C@H]3CCc4cc(OC)ccc4[C@@H]3CC[C@@]21C,5.372,0.8834,0.9627,0.9005,0.9868,0.1271,0.2567,synthetic,round_0
721-50-6,pa_h3n2,PA,pa,H3N2,CCC[NH2+][C@H](C)C(=O)Nc1ccccc1C,3.489,0.0952,0.0111,0.0256,0.0331,0.6682,0.8985,synthetic,round_0
723-46-6,pa_h3n2,PA,pa,H3N2,Cc1cc([N-]S(=O)(=O)c2ccc(N)cc2)no1,4.207,0.74,0.3495,0.3087,0.1303,0.0627,0.1205,synthetic,round_0
72432-03-2,pa_h3n2,PA,pa,H3N2,OCC[N@@H+]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,4.31,0.0639,0.1126,0.7032,0.7434,0.403,0.6602,synthetic,round_0
72559-06-9,pa_h3n2,PA,pa,H3N2,CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c([O-])c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,3.479,0.6251,0.1554,0.0441,0.0332,0.0705,0.0112,synthetic,round_0
7279-75-6,pa_h3n2,PA,pa,H3N2,CC[C@@H]([NH2+]C(C)C)[C@@H](O)c1ccc(O)c(O)c1,4.284,0.5513,0.2194,0.4081,0.0937,0.4156,0.6043,synthetic,round_0
73590-58-6,pa_h3n2,PA,pa,H3N2,COc1ccc2nc([S@](=O)Cc3[nH+]cc(C)c(OC)c3C)[nH]c2c1,4.502,0.8871,0.4284,0.9142,0.9802,0.6224,0.8168,synthetic,round_0
738-70-5,pa_h3n2,PA,pa,H3N2,COc1cc(Cc2cnc(N)[nH+]c2N)cc(OC)c1OC,4.562,0.6626,0.4779,0.9644,0.5308,0.7054,0.1212,synthetic,round_0
73816-42-9,pa_h3n2,PA,pa,H3N2,C=C1c2c(Cl)ccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C([O-])[C@@H]([NH+](C)C)[C@@H]3[C@@H](O)[C@H]12,4.053,0.5238,0.2244,0.1603,0.0344,0.3068,0.5663,synthetic,round_0
73963-72-1,pa_h3n2,PA,pa,H3N2,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,4.162,0.3212,0.449,0.8971,0.7314,0.7503,0.5205,synthetic,round_0
74011-58-8,pa_h3n2,PA,pa,H3N2,CCn1cc(C(=O)[O-])c(=O)c2cc(F)c(N3CC[NH2+]CC3)nc21,4.094,0.3771,0.6843,0.3996,0.4213,0.4943,0.2392,synthetic,round_0
745-65-3,pa_h3n2,PA,pa,H3N2,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)[O-],3.821,0.0055,0.2746,0.0845,0.3277,0.0908,0.2242,synthetic,round_0
74863-84-6,pa_h3n2,PA,pa,H3N2,C[C@@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)[O-])C1,3.936,0.3998,0.771,0.2459,0.4396,0.7299,0.2934,synthetic,round_0
753498-25-8,pa_h3n2,PA,pa,H3N2,CCc1cc2c(cc1CC)CC([NH2+]C[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2,5.438,0.1082,0.932,0.9979,0.8828,0.3306,0.6817,synthetic,round_0
75607-67-9,pa_h3n2,PA,pa,H3N2,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,3.37,0.939,0.8804,0.8662,0.7926,0.0083,0.0944,synthetic,round_0
75695-93-1,pa_h3n2,PA,pa,H3N2,COC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)[C@@H]1c1cccc2nonc12,5.834,0.9927,0.9611,0.9986,0.9515,0.6072,0.5954,synthetic,round_0
75706-12-6,pa_h3n2,PA,pa,H3N2,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,3.268,0.1606,0.3119,0.0625,0.0568,0.4988,0.5728,synthetic,round_0
76-90-4,pa_h3n2,PA,pa,H3N2,C[N+]1(C)CCC[C@@H](OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.578,0.0179,0.0015,0.4548,0.3892,0.7928,0.9075,synthetic,round_0
7681-93-8,pa_h3n2,PA,pa,H3N2,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)[O-],4.181,0.6943,0.4127,0.7993,0.7495,0.6022,0.641,synthetic,round_0
76824-35-6,pa_h3n2,PA,pa,H3N2,[NH-]S(=O)(=O)NC(=[NH2+])CCSCc1csc(N=C(N)N)n1,4.903,0.2137,0.685,0.5334,0.947,0.1088,0.1906,synthetic,round_0
77-86-1,pa_h3n2,PA,pa,H3N2,[NH3+]C(CO)(CO)CO,6.316,0.8427,0.6502,0.9382,0.9978,0.8533,0.5566,synthetic,round_0
77883-43-3,pa_h3n2,PA,pa,H3N2,COc1cc2[nH+]c(N3CCN(C(=O)[C@@H]4COc5ccccc5O4)CC3)nc(N)c2cc1OC,4.181,0.6528,0.3557,0.482,0.5878,0.2376,0.0263,synthetic,round_0
78110-38-0,pa_h3n2,PA,pa,H3N2,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-],3.308,0.7964,0.8373,0.2059,0.2979,0.3477,0.9282,synthetic,round_0
78246-49-8,pa_h3n2,PA,pa,H3N2,Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1,4.696,0.6043,0.3563,0.3738,0.0329,0.3952,0.6282,synthetic,round_0
78281-72-8,pa_h3n2,PA,pa,H3N2,NC(=O)Cc1cccc(C(=O)c2ccccc2)c1N,4.116,0.0512,0.2517,0.0793,0.1393,0.4856,0.2605,synthetic,round_0
78415-72-2,pa_h3n2,PA,pa,H3N2,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,4.278,0.4571,0.8719,0.8316,0.5462,0.8697,0.9178,synthetic,round_0
79-57-2,pa_h3n2,PA,pa,H3N2,C[NH+](C)[C@@H]1C([O-])=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,4.712,0.9986,0.9476,0.7771,0.7896,0.1367,0.2732,synthetic,round_0
79307-93-0,pa_h3n2,PA,pa,H3N2,C[N@@H+]1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,3.813,0.6519,0.2591,0.2773,0.417,0.489,0.4978,synthetic,round_0
79559-97-0,pa_h3n2,PA,pa,H3N2,C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,3.532,0.752,0.4658,0.2946,0.1197,0.2739,0.0782,synthetic,round_0
797-63-7,pa_h3n2,PA,pa,H3N2,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,5.712,0.6296,0.715,0.7011,0.8849,0.698,0.7691,synthetic,round_0
79794-75-5,pa_h3n2,PA,pa,H3N2,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3ccc[nH+]c32)CC1,3.949,0.4617,0.5221,0.1936,0.6029,0.816,0.8558,synthetic,round_0
79902-63-9,pa_h3n2,PA,pa,H3N2,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21,3.602,0.9956,0.8601,0.9434,0.6408,0.2878,0.2757,synthetic,round_0
80-50-2,pa_h3n2,PA,pa,H3N2,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C,4.274,0.9773,0.9844,0.9401,0.8877,0.1499,0.4055,synthetic,round_0
80-77-3,pa_h3n2,PA,pa,H3N2,CN1C(=O)CCS(=O)(=O)[C@H]1c1ccc(Cl)cc1,3.502,0.7813,0.4346,0.8536,0.7786,0.0067,0.0512,synthetic,round_0
81403-68-1,pa_h3n2,PA,pa,H3N2,COc1cc2[nH+]c(N(C)CCCNC(=O)[C@H]3CCCO3)nc(N)c2cc1OC,5.316,0.5041,0.6627,0.2189,0.1546,0.2871,0.8124,synthetic,round_0
82034-46-6,pa_h3n2,PA,pa,H3N2,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,5.096,0.1406,0.1579,0.7789,0.7939,0.5999,0.7111,synthetic,round_0
82248-59-7,pa_h3n2,PA,pa,H3N2,C[NH2+]CC[C@@H](Oc1ccccc1C)c1ccccc1,4.591,0.7617,0.5152,0.1549,0.8128,0.2017,0.0884,synthetic,round_0
82586-52-5,pa_h3n2,PA,pa,H3N2,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)[O-],3.561,0.8745,0.5026,0.8586,0.8491,0.2532,0.6919,synthetic,round_0
82586-55-8,pa_h3n2,PA,pa,H3N2,CCOC(=O)[C@H](CCc1ccccc1)[NH2+][C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)[O-],3.96,0.2133,0.1379,0.6123,0.3589,0.4545,0.7401,synthetic,round_0
82640-04-8,pa_h3n2,PA,pa,H3N2,O=C(c1ccc(OCC[NH+]2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,4.717,0.9446,0.8962,0.1072,0.2915,0.7771,0.5435,synthetic,round_0
83-12-5,pa_h3n2,PA,pa,H3N2,O=C1C(c2ccccc2)=C([O-])c2ccccc21,3.0,0.5305,0.2052,0.2747,0.7227,0.0017,0.0772,synthetic,round_0
83-43-2,pa_h3n2,PA,pa,H3N2,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,4.285,0.9763,0.7947,0.3712,0.5441,0.648,0.3863,synthetic,round_0
83-88-5,pa_h3n2,PA,pa,H3N2,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@@H](O)[C@@H](O)CO)c2cc1C,5.756,0.59,0.4416,0.753,0.7241,0.5211,0.3878,synthetic,round_0
83915-83-7,pa_h3n2,PA,pa,H3N2,[NH3+]CCCC[C@H]([NH2+][C@@H](CCc1ccccc1)C(=O)[O-])C(=O)N1CCC[C@H]1C(=O)[O-],4.204,0.2101,0.1863,0.9774,0.7839,0.8773,0.2675,synthetic,round_0
84371-65-3,pa_h3n2,PA,pa,H3N2,CC#C[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](c3ccc(N(C)C)cc3)C[C@]21C,4.37,0.51,0.0905,0.6044,0.5006,0.8969,0.5751,synthetic,round_0
849217-68-1,pa_h3n2,PA,pa,H3N2,COc1cc2[nH+]ccc(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3)c2cc1OC,4.636,0.4835,0.6635,0.7606,0.9066,0.6261,0.6804,synthetic,round_0
85371-64-8,pa_h3n2,PA,pa,H3N2,C[C@@H](N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,4.267,0.9948,0.979,0.8138,0.8741,0.2058,0.4049,synthetic,round_0
85622-93-1,pa_h3n2,PA,pa,H3N2,Cn1nnc2c(C(N)=O)ncn2c1=O,4.272,0.061,0.0582,0.6098,0.7728,0.6993,0.1537,synthetic,round_0
85650-56-2,pa_h3n2,PA,pa,H3N2,C[N@H+]1C[C@H]2c3ccccc3Oc3ccc(Cl)cc3[C@@H]2C1,3.837,0.9557,0.9766,0.0738,0.249,0.2447,0.2969,synthetic,round_0
859-18-7,pa_h3n2,PA,pa,H3N2,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)[N@H+](C)C1,4.271,0.9793,0.9266,0.739,0.8201,0.3662,0.5768,synthetic,round_0
863031-21-4,pa_h3n2,PA,pa,H3N2,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(-c2ccccc2-c2noc(=O)[nH]2)cc1,3.875,0.8436,0.8337,0.7171,0.6709,0.9262,0.1283,synthetic,round_0
873857-62-6,pa_h3n2,PA,pa,H3N2,CCc1c(Cl)c([O-])c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,4.515,0.9893,0.9599,0.7947,0.2236,0.4734,0.323,synthetic,round_0
877399-52-5,pa_h3n2,PA,pa,H3N2,C[C@@H](Oc1cc(-c2cnn(C3CC[NH2+]CC3)c2)c[nH+]c1N)c1c(Cl)ccc(F)c1Cl,3.086,0.2586,0.4318,0.2936,0.5634,0.6412,0.6326,synthetic,round_0
879085-55-9,pa_h3n2,PA,pa,H3N2,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,3.0,0.0669,0.8062,0.2697,0.4335,0.5526,0.1102,synthetic,round_0
880149-29-1,pa_h3n2,PA,pa,H3N2,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],4.946,0.9333,0.8858,0.9178,0.9974,0.0866,0.784,synthetic,round_0
88889-14-9,pa_h3n2,PA,pa,H3N2,CCC(=O)O[C@H](O[P@@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,3.24,0.7174,0.9582,0.3385,0.2101,0.2137,0.001,synthetic,round_0
89-25-8,pa_h3n2,PA,pa,H3N2,Cc1cc(O)n(-c2ccccc2)n1,4.006,0.0638,0.4585,0.2802,0.8031,0.8551,0.3429,synthetic,round_0
90357-06-5,pa_h3n2,PA,pa,H3N2,C[C@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,4.774,0.8517,0.9467,0.984,0.9376,0.6147,0.1654,synthetic,round_0
91374-20-8,pa_h3n2,PA,pa,H3N2,CCC[NH+](CCC)CCc1cccc2c1CC(=O)N2,3.441,0.7324,0.6582,0.0536,0.0422,0.622,0.1562,synthetic,round_0
91832-40-5,pa_h3n2,PA,pa,H3N2,C=CC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,5.035,0.8398,0.6987,0.4668,0.6919,0.1429,0.5577,synthetic,round_0
93793-83-0,pa_h3n2,PA,pa,H3N2,CC(=O)OCC(=O)NCCCOc1cccc(C[NH+]2CCCCC2)c1,3.892,0.3211,0.0095,0.2587,0.5452,0.3801,0.098,synthetic,round_0
93957-55-2,pa_h3n2,PA,pa,H3N2,CC(C)n1c(C=C[C@@H](O)C[C@@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21,3.251,0.6126,0.1106,0.0063,0.0074,0.4984,0.6849,synthetic,round_0
941678-49-5,pa_h3n2,PA,pa,H3N2,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,4.737,0.3465,0.5507,0.8805,0.8277,0.2571,0.4476,synthetic,round_0
95-25-0,pa_h3n2,PA,pa,H3N2,O=c1[nH]c2cc(Cl)ccc2o1,4.073,0.0224,0.122,0.4253,0.8316,0.1027,0.7705,synthetic,round_0
95635-55-5,pa_h3n2,PA,pa,H3N2,COc1ccccc1OC[C@@H](O)C[NH+]1CCN(CC(=O)Nc2c(C)cccc2C)CC1,4.088,0.9491,0.6217,0.4064,0.1421,0.664,0.098,synthetic,round_0
96829-58-2,pa_h3n2,PA,pa,H3N2,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,3.665,0.9283,0.5203,0.486,0.1543,0.0698,0.4708,synthetic,round_0
97-77-8,pa_h3n2,PA,pa,H3N2,CCN(CC)C(=S)SSC(=S)N(CC)CC,3.935,0.8571,0.9813,0.3633,0.331,0.0509,0.0426,synthetic,round_0
97240-79-4,pa_h3n2,PA,pa,H3N2,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,4.301,0.1337,0.7553,0.0841,0.4791,0.8357,0.1325,synthetic,round_0
99300-78-4,pa_h3n2,PA,pa,H3N2,COc1ccc([C@H](C[NH+](C)C)C2(O)CCCCC2)cc1,3.256,0.0016,0.0221,0.8104,0.4334,0.8515,0.9778,synthetic,round_0
99592-39-9,pa_h3n2,PA,pa,H3N2,Clc1ccc([C@H](Cn2cc[nH+]c2)OCc2csc3c(Cl)cccc23)c(Cl)c1,3.693,0.96,0.9316,0.1246,0.1304,0.0888,0.0207,synthetic,round_0
99614-02-5,pa_h3n2,PA,pa,H3N2,Cc1[nH+]ccn1C[C@H]1CCc2c(c3ccccc3n2C)C1=O,3.894,0.7927,0.4766,0.3187,0.2503,0.2091,0.1575,synthetic,round_0
